id,idno,instrument_name,universe,unit_of_analysis,data_kind,authoring_entity_detail,study_type,study_scope,source
9726,LBN_2020_MEED-W2_v01_M,"Phone Survey - Monitoring of the Effects of the Economic Deterioration on Syrian Refugee Households Wave 2, 2020",NA,Household,Sample survey data [ssd],United Nations High Commissioner for Refugees (UNHCR),NA,NA,https://catalog.ihsn.org/catalog/9726
9572,BEN_2018_PFRIE_v01_M,Plan Foncier Rural Impact Evaluation 2018,NA,"- Villages
- Households",Sample survey data [ssd],"Daniel Ali Ayalew (The World Bank), Klaus Deininger (The World Bank), Thea Hilhorst (The World Bank)",NA,NA,https://catalog.ihsn.org/catalog/9572
7459,NPL_2013_PBS-FTF_v01_M,Population-Based Survey 2013,NA,"- Household
- Individual",Sample survey data [ssd],FTF FEEDBACK,Other Household Survey [hh/oth],"The 2013 Nepal Population-Based Survey, Feed the Future covered the following topics:
- Household roster and demographics
- Dwelling characteristics
- Household hunger scale
- Women’s Empowerment in Agriculture Index
- Role in household decision-making around production and income generation
- Access to productive capital
- Access to credit
- Individual leadership and influence in the community
- Group membership and influence in the group
- Decision making
- Motivation for decision making
- Time allocation
- Satisfaction with time allocation
- Women’s Dietary Diversity",https://catalog.ihsn.org/catalog/7459
9712,KEN_2020_PDMS-KAL_v01_M,"Post Distribution Monitoring Survey in Kalobeyei Settlement, March 2020",Mixed - heads of households & the registered receipient of cash assistance,Household,Sample survey data [ssd],UNHCR,NA,NA,https://catalog.ihsn.org/catalog/9712
9615,BGD_2018_PDM-SNF_v01_M,Post Distribution Monitoring shelter and non-food items - September 2018,NA,Household.,NA,United Nations High Commissioner for Refugees (UNHCR),NA,NA,https://catalog.ihsn.org/catalog/9615
11381,JOR_2021_PDM-COVID_v01_M,Post Distribution Monitoring: COVID-19 Emergency Response Assistance 2021,NA,Household,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11381
11382,JOR_2021_PDM-MPC_v01_M,Post Distribution Monitoring: Multi Purpose Cash Assistance 2021,NA,Household,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11382
11383,JOR_2021_PDM-WINTER_v01_M,Post Distribution Monitoring: Winter Cash Support 2020-2021,NA,Household,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11383
9946,NGA_2018_PMCCS_v01_M,"Post Measles Campaign Coverage Survey 2018, First Round",The National Post Measles Campaign Coverage Survey (PMCCS) was conducted following measles campaign targeting children aged 9 and 59 months.Parents and caregivers of all children aged between 9 month and 59 months in the selected households were eligible to participate in the survey,"- Household
- Individual",Sample survey data [ssd],National Bureau of Statistics (Federal Government of Nigeria (FGN)),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9946
9947,NGA_2019_PYFCCS_v01_M,"Post Yellow Fever Campaign Coverage Survey 2019, First Round",This questionnaire was administered to the selected individual if the individual is aged 15 years and above and to mothers or caregivers of the selected child if the selected child is aged 9 months - 14 years.,"- Household
- Individual",Sample survey data [ssd],National Bureau of Statistics (NBS) (Federal Government of Nigeria),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9947
9614,BGD_2018_PDM-CBI_v01_M,Post-Distribution Monitoring Cash-Based Interventions - July 2018,NA,Household.,NA,United Nations High Commissioner for Refugees (UNHCR),NA,NA,https://catalog.ihsn.org/catalog/9614
10204,UKR_2020_PDM-CBI_v01_M,Post-Distribution Monitoring of Cash-Based Intervention 2020,All recepients of cash-based assistance.,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10204
10196,TJK_2021_PDM-CBI_v01_M,"Post-Distribution Monitoring of Cash-Based Intervention, April 2021",The sample universe includes all beneficiaries subject to the Cash-Based Intervention.,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10196
10193,NPL_2021_PDM-CBI_v01_M,"Post-Distribution Monitoring of Cash-Based Intervention, February 2021",The total population spans all Bhutanese and urban households subject to the Cash-Based Intervention.,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10193
10190,KGZ_2021_PDM-CBI_v01_M,"Post-Distribution Monitoring of Cash-Based Intervention, February 2021",The total population spans all beneficiaries subject to the Cash Based Intervention.,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10190
10760,MYS_2021_PDM-CBI-JAN_v01_M,"Post-Distribution Monitoring of Cash-Based Intervention, January 2021",The total population spans all beneficiaries subject to the last two Cash-Based Intervention in 2020 in Malaysia.,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10760
10197,ZAF_2020_PDM-CBI_v01_M,"Post-Distribution Monitoring of Cash-Based Intervention, March 2020, February 2021",NA,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10197
10189,KAZ_2021_PDM-CBI_v01_M,"Post-Distribution Monitoring of Cash-Based Intervention, March 2021",The total population spans all beneficiaries subject to the Cash Based Intervention.,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10189
10194,PAK_2021_PDM-CBI_v01_M,"Post-Distribution Monitoring of Cash-Based Intervention, November 2020",The total population spans all beneficiaries of Cash-Based Interventions.,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10194
10610,AFG_2021-2022_PDM-CBI_v01_M,Post-Distribution Monitoring of Cash-Based Interventions 2021-2022,All recipients of cash assistance,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Statistical Info. & Monitoring Prog. [hh/simpoc],NA,https://catalog.ihsn.org/catalog/10610
11114,UGA_2021_CBIWM_v01_M,"Post-Distribution Monitoring of Cash-Based Interventions for Women at Risk, November 2021",All recipients of cash assistance,Households,Sample survey data [ssd],UNHCR,Statistical Info. & Monitoring Prog. [hh/simpoc],NA,https://catalog.ihsn.org/catalog/11114
11145,MLI_2020_CBI-PDM_v01_M,"Post-Distribution Monitoring of Cash-Based Interventions, April 2020",NA,household,NA,UNHCR,NA,NA,https://catalog.ihsn.org/catalog/11145
10759,CIV_2021_PDM-CBI-FEB_v01_M,"Post-Distribution Monitoring of Cash-Based Interventions, February 2021",NA,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10759
10195,SRB_2020_PDM-CBI_v01_M,"Post-Distribution Monitoring of Cash-Based Interventions, July 2020",All recepients of CBI,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10195
10187,GHA_2021_PDM-CBI_v01_M,"Post-Distribution Monitoring of UNHCR Cash-Based Interventions, January 2021",NA,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10187
10188,GHA_2018_PDM-CBI_v01_M,"Post-Distribution Monitoring of UNHCR Cash-Based Interventions, October 2018",NA,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10188
7205,BGD_2016_PGSS_v01_M,Poverty and Groundwater Salinity Survey 2016,NA,Household,Sample survey data [ssd],Monica Yanez-Pagans (World Bank),Other Household Survey [hh/oth],"The scope of the survey includes the following:

- Household: Household characteristics, employment, assets, land, livestock, utilities, remittances, water and sanitation, farming
- Household members: age, sex, education, hypertension, pregnancy complications 
- Migration: reasonss for migration",https://catalog.ihsn.org/catalog/7205
7969,NGA_2018_IDP_v01_M,Profile of Internally Displaced Persons in North-East Nigeria 2018,NA,"Household, individual",Sample survey data [ssd],"Utz Pape (IBRD), Henry Kwenin (International Organization for Migration)",Other Household Survey,"The 2018 Profile of Internally Displaced Persons in North-East Nigeria survey covered the following topics:
- Household roster
- Household characteristics
- Food consumption
- Non-food consumption
- Livestock
- Durable goods
- Wellbeing and opinions
- Displacement",https://catalog.ihsn.org/catalog/7969
8470,TLS_2014_PNDSIE-BL_v01_M,"Programa Nasional Dezenvolvimentu Suku (PNDS) Research and Evaluation Program 2014, Quantitative and Qualitative Baseline Surveys",NA,"- individuals,
- households,
- villages",Sample survey data [ssd],"Andrew Beath (World Bank), Yuhki Tajima (Georgetown University), Erin Steffen (World Bank), Prerna Chowdhury (World Bank), Miks Muizarajs (World Bank)",Other Household Survey,NA,https://catalog.ihsn.org/catalog/8470
8495,WLD_2015_PISA_v01_M,Programme for International Student Assessment 2015,"To provide valid estimates of student achievement, the sample of students had to be selected using established and professionally recognised principles of scientific sampling in a way that ensured representation of the full target population of 15-year-old students in the participating countries. 
Furthermore, quality standards had to be maintained with respect to (i) the coverage of the PISA international target population, (ii) accuracy and precision, and (iii) the school and student response rates. 

National Project Managers (NPMs) might have found it necessary to reduce their coverage of the target population by excluding, for instance, a small, remote geographical region due to inaccessibility, or a language group, possibly due to political, organisational or operational reasons, or special education needs students. Areas deemed to be part of a country (for the purpose of PISA), but which were not included for sampling, although this occurred infrequently, were designated as non-covered areas. Care was taken in this regard because, when such situations did occur, the national desired target population differed from the international desired target population. In an international survey in education, the types of exclusion must be defined consistently for all participating countries and the exclusion rates have to be limited. Indeed, if a significant proportion of students were excluded, this would mean that survey results would not be representative of the entire national school system. Thus, efforts were made to ensure that exclusions, if they were necessary, were minimised according to the PISA 2015 Technical Standards (see Appendix F of the Technical Report).","To better compare student performance internationally, PISA targets a specific age of students. PISA students are aged between 15 years 3 months and 16 years 2 months at the time of the assessment, and have completed at least 6 years of formal schooling. They can be enrolled in any type of institution, participate in full-time or part-time education, in academic or vocational programmes, and attend public or private schools or foreign schools within the country. Using this age across countries and over time allows PISA to compare consistently the knowledge and skills of individuals born in the same year who are still in school at age 15, despite the diversity of their education histories in and outside of school.",Sample survey data [ssd],Organisation for Economic Co-operation and Development,NA,NA,https://catalog.ihsn.org/catalog/8495
9774,SDN_2018_PTDS_v01_M,"Progress Towards Durable Solutions in Abu Shouk and El Salam IDP Camps, 2019",NA,Household and individual,NA,"Sudanese Government's Joint Mechanism for Durable Solutions, Joint IDP Profiling Service, Durable Solutions Working Group, World Bank, Department for International Development, Swiss Development Cooperation, Cathotlic Relief Services, Plan International",NA,NA,https://catalog.ihsn.org/catalog/9774
11212,BOL_2017_PPV-IIAS_v01_M_v01_A_OCS,"Project Plan VIDA-PEEP, IFAD Impact Assessment Surveys 2017",NA,Households,Sample survey data [ssd],International Fund for Agricultural Development (United Nations),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11212
9609,BEN_2017_PEJIE-BL_v01_M,"Projet Emploi Jeune Impact Evaluation 2017, Baseline Survey",NA,"Household, Individual",Sample survey data [ssd],"Julia Vaillant (The World Bank), Thomas Bossuroy (The World Bank)",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9609
11292,KHM_2020_HBIST_v01_M,Promoting Development and Home Reading of Supplementary Texts for Young Readers in Cambodia 2020,NA,Child,NA,World Bank,Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11292
10645,MOZ_2020_PROMAC-II_v01_M,"Promotion of Climate Smart Agriculture (PROMAC) II Impact Evaluation 2020, Baseline Survey Data",NA,"Households, individuals, and plots",NA,"Claire Boxho (World Bank Africa Gender Innovation Lab (AFEGI)), Andrew Brudevold-Newman (World Bank Africa Gender Innovation Lab (AFEGI)), Joao Montalvao (World Bank Africa Gender Innovation Lab (AFEGI))",Household Survey,NA,https://catalog.ihsn.org/catalog/10645
10594,TCD_2020_PIM_v01_M,"Protection Incidents Monitoring, Lake Province 2020",NA,Incident,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10594
10317,URY_2020_PM_v01_M,Protection Monitoring 2020,NA,Household and individual,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10317
11138,IRQ_2020_PMC_v01_M,"Protection Monitoring of Refugees in Response to COVID-19, 2020",NA,Household,Sample survey data [ssd],UNHCR,NA,NA,https://catalog.ihsn.org/catalog/11138
9629,BRA_2020_PM_v01_M,"Protection Monitoring, 2020",NA,Household and individual,NA,United Nations High Commissioner for Refugees (UNHCR),NA,NA,https://catalog.ihsn.org/catalog/9629
11254,ZAF_2020_QoLSRD-R6_v01_M,Quality of Life Survey 2020-2021,"The survey covers all adult residence in Gauteng province, South Africa.",Households and individuals,Sample survey data [ssd],"University of Johannesburg (Gauteng City-Region Observatory), University of the Witwatersrand (Gauteng City-Region Observatory), Gauteng Provincial Government (Gauteng City-Region Observatory), South African Local Government Association (SALGA) (Gauteng City-Region Observatory)",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11254
7950,WLD_2017_RERS_v01_M,Rapid Emergency Response Survey 2017,Households with active phone connections and charged phones in 13 (pre-war) regions classified to be under ‘Emergency’.,- Households,Sample survey data [ssd],"Utz Pape (World Bank, Poverty and Equity Global Practice)",Socio-Economic/Monitoring Survey [hh/sems],"The scope of the RERS includes:

-  Household Information

-  Education

-  Main Income Source for Household

-  Main Employment of Household

-  Assets

-  Food and Market Access

-  Vulnerability Measure: Coping Strategies Index

-  Water Access and Quality

-  Health",https://catalog.ihsn.org/catalog/7950
10756,LAC_2020_R4V-RES_v01_M,Regional Evictions Survey 2020,NA,Households,Sample survey data [ssd],R4V Regional Protection Sector,Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10756
9764,PAK_2012-2014_FPPSIE_v01_M_v01_A_AER,"Replication Files for Upping the Ante: The Equilibrium Effects of Unconditional Grants to Private Schools, 2012-2014","The target population is low-cost private schools in rural areas of Faisalabad district. Sampling is at the village level, so urban, and peri-urban villages are excluded.  Furthermore, for the design of the intervention, villages without any private schools, or with only one private school, are excluded.  Villages with population over 10,000 or high village aggregated revenue are also excluded.  

Government schools, and schools where money is not contained within the school itself (i.e. some network schools share money across multiple schools in the network), are also excluded.","- schools
- individuals",Sample survey data [ssd],"Tahir Andrabi (Pomona College), Jishnu Das (Georgetown University), Asim I Khwaja (Harvard University), Selcuk Ozyurt (York University), Niharika Singh (Harvard University)",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9764
11075,MLI_2014_RIMA_v01_M_v01_A_OCS,Resilience Index Measurement and Analysis 2014,NA,Households,Sample survey data [ssd],Food and Agriculture Organization (United Nations),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11075
11081,SEN_2015_RIMA_v01_M_v01_A_OCS,Resilience Index Measurement and Analysis 2015,NA,Households,Sample survey data [ssd],Food and Agriculture Organization (United Nations),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11081
10559,UGA_2016_RIMA_v01_M_v01_A_OCS,Resilience Index Measurement and Analysis 2016,Households in Karamoja region.,Households,Sample survey data [ssd],"Food and Agricultural Organization of the United Nations, Office of the Prime Minister of Uganda",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10559
11069,COD_2017_RIMA_v01_M_v01_A_OCS,Resilience Index Measurement and Analysis 2017,NA,Households,Sample survey data [ssd],"Food and Agriculture Organization (United Nations), World Food Programme (United Nations)",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11069
10555,UGA_2019_RIMA_v01_M_v01_A_OCS,Resilience Index Measurement and Analysis 2019,Households in Karamoja region.,Households,Sample survey data [ssd],"Food and Agricultural Organization of the United Nations, Office of the Prime Minister of Uganda",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10555
11067,CAF_2019_RIMA_v01_M_v01_A_OCS,Resilience Index Measurement and Analysis 2019,NA,Households,Sample survey data [ssd],Food and Agriculture Organization of the United Nations (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11067
5893,TZA_2013_RHS_v01_M,Retrospective Household Survey 2013,"Population are households in eight districts in mainland Tanzania (Bagamoyo, Kinondoni, Kilosa, Iringa Urban, Mbozi, Kahama, Geita, Musoma Rural). Within each district, we visited ten SAVVY enumeration areas and randomly selected 45 households within each enumeration area, i.e. 450 households per district. The only exception was Kinondoni, due to its urban nature, there were only 6 SAVVY enumeration areas and we therefore only selected 270 households in Kindondoni. Participation in the study was at the household level.",NA,Sample survey data [ssd],"Overgaard, Hans (Norwegian University of Life Sciences), Moore, Sarah (Ifakara Health Institute), Lorenz, Lena (London School of Hygiene & Tropical Medicine), William Kisinza (National Institute for Medical Research)",Other Household Survey [hh/oth],"Diseases
Disease prevention",https://catalog.ihsn.org/catalog/5893
7177,ALB_2013_RMS_v01_M,Return Migration Survey 2013,"The survey found out that a total of 133, 544 Albanian citizens of the age segment 18- above returned to Albania in the period 2009-2013.","- Households
- Individuals",Sample survey data [ssd],Institute of Statistics of Albania (Republic of Albania),Other Household Survey [hh/oth],"The scope of this study includes:

Family Composition

Part 1: Situation in the country of origin (Albania) prior to departure 
A1. Place of birth 
B: Education prior to departure 
C: Professional and financial situation prior to departure
D: Family composition prior to departure 
E: Reasons for leaving Albania 
F: Departure from Albania 

Part 2 : Experience in the last country of immigration 
G: Accompanying people
H: Reasons for choosing the last country of immigration and support networks 
I: Relation with institutions in last country of  immigration
J: Composition of the family in the last country  
K: Training in the last country of stay 
L: Professional and financial situation in the last country of emigration 
M: Links with the country of origin during the last year of staying abroad 

Part 3.Return to the country of origin (Albania) 
N: Return
O: Reasons and factors affecting the return  
P: Composition of the current family 
Q: Training after returning to Albania 
R: Current employment and financial situation in Albania 
S: Reintegration
T: Links with the last country of stay",https://catalog.ihsn.org/catalog/7177
7200,ZMB_2015_RALS_v01_M,Rural Agricultural Livelihoods Survey 2015,NA,Households,Sample survey data [ssd],Indaba Agricultural Policy Research Institute (IAPRI),Other Household Survey [hh/oth],"The scope of the Rural Agricultural Livelihoods Survey 2015 includes the following:

Section 1: Demographic Characteristics of Household Members
Section 2:  Farm Land and Use
Section 3:  Crop Sales from Own Production for Maize and Cassava (1st of May 2014 to end of April 2015 Marketing Season)  
Section 4:  Fertiliser Acquisition (2013/2014)
Section 5 - Acquisition of seed and/or planting material.
Section 6:  Rural Loans/Credit   We now want to ask about any loans/credit the household may have acquired to support agricultural production and the household's access to loans/credit.
Section 7.  Livestock, Poultry and Fish Farming
Section 8.  Household Assets / Implements
Section 9:  Off-Farm Income and Remittances (From May 2014 to April 2015)
Section 10:  Questions About Agricultural Information, Distances to and Cost of Agricultural Services
Section 11:  Food Purchases and Processing (Beginning of May 2014 to end of April 2015)
Section 12: Months of Adequate Household Food Provisions
Section 13: Kinship ties, tribal groups, migration and inheritance",https://catalog.ihsn.org/catalog/7200
11213,BRA_2019_GDV-IIAS_v01_M_v01_A_OCS,"Rural Community Development Project - Gente de Valor, IFAD Impact Assessment Surveys 2019",NA,Households,Sample survey data [ssd],International Fund for Agricultural Development (United Nations),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11213
7983,MWI_2013_MRLS-R4_v01_M,Rural Livelihood Survey 2012-2013,"In order to have pre-program baseline data that predated the vetting of communities for the PWP, the national Integrated Household Survey (IHS3) collected in 2010/2011 by Malawi's National Statistics Office was used as the basis for the MRLS. Within the 12 selected districts, the list of PWP-eligible (pre-screened) communities from the District Council and Traditional Authorities was compared with the 786 enumeration areas (EAs) in the IHS3.","- Household
- Individual",Sample survey data [ssd],National Statistical Office (NSO) (Government of Malawi),Other Household Survey [hh/oth],"The 2012-13 Malawi Rural Livelihood Survey covered the following topics:

- Household identification
- Household roster
- Education
- Health
- Time use & labor
- Event calander for casual labor and public works
- Food consumption
- Food security
- Non-food expenditure one week
- Non-food expenditure one month
- Other non-food expenditure
- Durable goods one month
- Farm implements
- Transfer received in
- Transfer given out
- Social safety nets
- Credit received
- Calendar credit received
- Credit given
- Calendar credit given
- Shocks and coping strategies
- Risks and cognition",https://catalog.ihsn.org/catalog/7983
6211,RUS_2012_RLMS-R21_v01_M,Russia Longitudinal Monitoring Survey - Higher School of Economics 2012,NA,Households and individuals.,Sample survey data [ssd],"National Research University Higher School of Economics, ZAO ""Demoscope"" (Institute of Sociology RAS), Carolina Population Center (University of North Carolina at Chapel Hill)",Other Household Survey [hh/oth],"The scope of the study includes:
- Work;
- Use of time;
- Migration;
- Health status;
- Medical services;
- Child care;
- Family information;
- Housing conditions;
- Living conditions;
- Transportation and related information;
- Local municipal and other services;
- Cost of food products;
- Farming and animal husbandry;
- Expenditures;
- Income.",https://catalog.ihsn.org/catalog/6211
6313,RUS_2013_RLMS-R22_v01_M,Russia Longitudinal Monitoring Survey - Higher School of Economics 2013,NA,Households and individuals.,Sample survey data [ssd],"National Research University Higher School of Economics, ZAO ""Demoscope"" (Institute of Sociology RAS), Carolina Population Center (University of North Carolina at Chapel Hill)",Other Household Survey [hh/oth],"The scope of the study includes:
- Work;
- Use of time;
- Migration;
- Health status;
- Medical services;
- Child care;
- Family information;
- Housing conditions;
- Living conditions;
- Transportation and related information;
- Local municipal and other services;
- Cost of food products;
- Farming and animal husbandry;
- Expenditures;
- Income.",https://catalog.ihsn.org/catalog/6313
6334,RUS_2014_RLMS-R23_v01_M,Russia Longitudinal Monitoring Survey - Higher School of Economics 2014,NA,Households and individuals.,Sample survey data [ssd],"National Research University Higher School of Economics, ZAO ""Demoscope"" (Institute of Sociology RAS), Carolina Population Center (University of North Carolina at Chapel Hill)",Other Household Survey [hh/oth],"The scope of the study includes:
- Work;
- Use of time;
- Migration;
- Health status;
- Medical services;
- Child care;
- Family information;
- Housing conditions;
- Living conditions;
- Transportation and related information;
- Local municipal and other services;
- Cost of food products;
- Farming and animal husbandry;
- Expenditures;
- Income.",https://catalog.ihsn.org/catalog/6334
10653,COD_2021_CBI-PDM_v01_M,Rwampara Post-Distribution Monitoring for Cash-Based Intervention - January 2021,NA,household,NA,UNHCR,NA,NA,https://catalog.ihsn.org/catalog/10653
8385,NER_2015_SNPIE-EL_v01_M,"Safety Nets Project Impact Evaluation 2015, Follow-up (Endline) Survey",NA,"- Households
- Individuals
- Children aged 6-59 months old",Sample survey data [ssd],Patrick Premand (The World Bank),Other Household Survey,NA,https://catalog.ihsn.org/catalog/8385
8588,MYS_2020_SWS_v01_M,Salaries & Wages Survey 2020,All household members and salaries & wages particulars of household members aged 15 years and over.,Household/Individual,Sample survey data [ssd],Department of Statistics Malaysia (Government of Malaysia),NA,NA,https://catalog.ihsn.org/catalog/8588
7401,MWI_2013_DDCS_v01_M,Savings Defaults and Payment Delays for Cash Transfers: Field Experimental Evidence from Malawi 2013-2014,NA,"-  Individuals

-  Households",Sample survey data [ssd],"Xavier Giné (World Bank), Lasse Brune (Northwestern University), Jessica Goldberg (University of Maryland), Dean Yang (University of Maryland)",Other Household Survey [hh/oth],"The Scope of this study includes:

-  Expenditures

-  Assets	

-  Savings 
 		
-  Loans Received
		
-  Loans Given Out

-  Transfers Received
	
-  Transfers Given Out	
	
-  Agriculture Inputs
		
-  Aspirations
		
-  Income

-  Expenditures - Cash Prize
	
-  Loans Received & Loan Payments - Part 1

-  Loans Received & Loan Payments - Part 2",https://catalog.ihsn.org/catalog/7401
10635,MOZ_2016_SUECDIE-BL_v01_M,"Scaled-up Early Childhood Development Activities in Rural Mozambique Impact Evaluation 2016, Baseline Survey","Households located in eligible communities with at least a child between 36 and 59 months old and households located in eligible communities with at least a child between 0 and 35 months old and no other children between 36 and 59 months. 

Eligible communities are identified to meet the criteria for implementation of the program:
- The community is located in a rural area;
- The community already has a primary school;
- The community has more than 30 children in the age range of 3-5 years old;
- There was no other education program for children 3-5 years old in the community in the past 5 years.","- households
- children between 36 and 59 months old
- children aged between 0 and 35 months old",Sample survey data [ssd],"Sophie Naudeau (World Bank), Marie-Hélène Cloutier (World Bank), Fadila Caillaud (World Bank)",NA,NA,https://catalog.ihsn.org/catalog/10635
7146,UGA_2013_SWTS_v01_M,School-to-Work Transition Survey 2013,A purposive sample refers to selection of units based on personal judgement rather than randomization.,"- Individuals
- Households",Sample survey data [ssd],"Uganda Bureau of Statistics (Ministry of Finance, Planning and Economic Development)",Other Household Survey [hh/oth],"The scope of this study includes:

- Youth
- Employment
- Policy
- Labour market
- Research
- Gender",https://catalog.ihsn.org/catalog/7146
7745,UKR_2013_SWTS_v01_M,School-to-Work Transition Survey 2013,NA,NA,Sample survey data [ssd],"State Statistic Service of Ukraine, International Labour Office (International Labour Organization (ILO))",Other Household Survey [hh/oth],"The scope of the study includes:
- Personal data, information about the family and the household;
- Financial position;
- Health status;
- Education, training, work experience, aspirations;
- Economic activity;
- Job search;
- Economic inactivity.",https://catalog.ihsn.org/catalog/7745
7743,ARM_2014_SWTS_v01_M,School-to-Work Transition Survey 2014,NA,NA,Sample survey data [ssd],"National Statistical Service of the Republic of Armenia (ARMSTAT), International Labour Office (International Labour Organization (ILO))",Other Household Survey [hh/oth],"The scope of the study includes:
- Personal data, information about the family and the household;
- Financial position;
- Health status;
- Education, training, work experience, aspirations;
- Economic activity;
- Job search;
- Economic inactivity.",https://catalog.ihsn.org/catalog/7743
7744,SRB_2015_SWTS_v01_M,School-to-Work Transition Survey 2015,NA,NA,Sample survey data [ssd],"Statistical Office of the Republic of Serbia, International Labour Office (International Labour Organization (ILO))",Other Household Survey [hh/oth],"The scope of the study includes:
- Personal data, information about the family and the household;
- Financial position;
- Health status;
- Education, training, work experience, aspirations;
- Economic activity;
- Job search;
-  Economic inactivity.",https://catalog.ihsn.org/catalog/7744
6916,UGA_2013_SDI-E_v01_M_v02_A_PUF,Service Delivery Indicators Education Survey 2013 - Harmonized Public Use Data,All primary schools.,"- Schools
- Teachers
- Students.",Sample survey data [ssd],Waly Wane (The World Bank),NA,"Education Service Delivery Indicators are:

1) Teacher Effort:
- School absence rate
- Classroom absence rate
- Time spent teaching per day

2) Teacher Knowledge and Ability:
- Minimum knowledge in mathematics
- Minimum knowledge in English
- Minimum knowledge in pedagogy

3) Availability of Inputs:
- Minimum infrastructure availability
- Minimum equipment availability
- Share of pupils with textbooks
- Observed pupil-teacher ratio",https://catalog.ihsn.org/catalog/6916
9576,TZA_2016_SDI-E_v01_M_v01_A_PUF,Service Delivery Indicators Education Survey 2016 - Harmonized Public Use Data,NA,"- Schools
- Teachers 
- Students",Sample survey data [ssd],Waly Wane (The World Bank),NA,NA,https://catalog.ihsn.org/catalog/9576
9343,ECU_2019-2020_SLO-E1_v01_M,"Showing Life Opportunities 2019-2020, Data from Experiment 1: Municipality of Quito and Educational Zone 2",NA,Student,Sample survey data [ssd],"David McKenzie (World Bank), Igor Asanov (University of Kassel), Francisco Flores (University of Kassel), Thomas Astebro (HEC Paris), Mona Mensmann (Warwick Business School), Bruno Crepon (ENSAE), Guido Buenstorf (University of Kassel), Mathis Schulte (HEC Paris)",NA,NA,https://catalog.ihsn.org/catalog/9343
