data_kind,study_type,unit_of_analysis,universe,keep,rationale,instrument_type
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],Basic units of analyisis were  individuals and  households.,"The target population eligible for FinScope survey comprises individuals aged 16 years  and above, resident in  selected  households",No,enterprise survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Households and individuals,"The population of interest – the study population – for the 2017 ASR is defined as refugees entering the U.S. between FY 2012 and FY 2016, inclusive, who are at ages 16 and over at the time of the 2017 ASR interview3. Because the interviews were conducted in early 2018, the population includes a small number of refugees younger than 16 at the time of arrival to the U.S.

While this covers five distinct fiscal years of refugee entrants, there is special policy/analytic interest in collapsing years into three domains as follows:

• Cohort 1 – Refugees entering FY 2012 and FY 2013,

• Cohort 2 – Refugees entering FY 2014 and FY 2015, and

• Cohort 3 – Refugees entering FY 2016",No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],Household and individual,"All IDPs and returnees living in the five most populated IDP/returnee settlements of Afghanistan's Herat Province, namely Shagofan, Jebrael, Maslakh, Now Abad and Kahdistan.

UNHCR PPG: 3AFGA, 4AFGA",No,UNHCR survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Household and individual,"All Pakistani refugees living in Afghanistan's Khost and Paktika provinces.

UNHCR PPG: -",No,UNHCR survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Households and individuals,"The survey covers all de jure household members (usual residents) of households in the nine provinces of South Africa, and residents in workers' hostels. The survey does not cover collective living quarters such as student hostels, old age homes, hospitals, prisons, and military barracks.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Households and individuals,The data is nationally representative on a household and individual level for individuals 16 years of age or older.,NA,,
Sample survey data [ssd],NA,Households and individuals,"Victims of crime 2017-2018 statistics are population estimates of the level of crime in South Africa. The target population of the survey consists of all private households in all nine provinces of South Africa, as well as residents in workers' hostels. The survey does not cover other collective living quarters such as students' hostels, old-age homes, hospitals, prisons and military barracks, and is therefore only representative of non-institutionalized and non-military persons or households in South Africa.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Households,"The survey covered households in Site C, Khayelitsha",No,limited sample,
Sample survey data [ssd],Other Household Survey [hh/oth],Households and individuals,"The target population of the survey consists of all private households and residents in workers' hostels in the nine provinces of South Africa. The survey does not cover other collective living quarters such as students' hostels, old age homes, hospitals, prisons and military barracks.",NA,,
Sample survey data [ssd],NA,"The units of analysis are establishments or workplaces - a single location at which one or more employees work. The larger legal entity may include multiple establishments. The firms on the list will have been randomly chosen, with probability proportional to the number of employees in the firm.","The universe of the study are non-government businesses registered with the Institute of Statistics in Albania (INSTAT) from 2016. Firms were selected from all economic sectors, with oversampling from the following sectors: Tourism, Food Processing, and ICT. The sample also included firms with 1-4 employees.",No,enterprise survey,
Sample survey data [ssd],NA,Individuals and Households,NA,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],"Household, Individual",NA,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Households and individuals (members of sample households),"Selected districts in the 6 regions.

Random sample of 15 households in a randomly selected village from the catchment area of each health facility in intervention districts, as well as from the catchment area of a random sample of health facilities in the control districts for an intervention-control facility ratio of approximately 3:1. Household eligibility criterion: At least one currently pregnant women and/or at least one woman who has ended a pregnancy in the two years preceding the survey.",Yes,Household health,Household health survey
Sample survey data [ssd],Other Household Survey [hh/oth],Individual,Citizens who are 18 years and older.,NA,,
Sample survey data [ssd],NA,"Individuals and households.
Cows.","Quantitative: Di perimeter beneficiaries, Di lottery applicants, Farmer training beneficiaries.

Qualitative: Former and current staff from MCA/APD, staff from Regional directorate of Ministry of Agriculture, staff from Ministry of Water resources, staff from other organizations involved as well as community members.",NA,,
Sample survey data [ssd],NA,Households,NA,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Household and individual,"All refugee households residing in Chad. UNHCR PPG: 1TCDA, 1TCDB, 1TCDD",No,UNHCR survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Households,All rural households in Guera region of Chad.,No,limited sample,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,"Hogares y las personas de 15 años y más que los constituyen, que residen en las viviendas particulares elegidas en las comunas pertenecientes al estudio; representados por un informante seleccionado por el método de Kish, siendo este último, la unidad de información.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,El universo para la Encuesta Nacional de Calidad de Vida está conformado por la población civil no institucional residente en todo el territorio nacional.,Yes,Household income/expenditure survey,Household income/expenditure survey
Sample survey data [ssd],Other Household Survey [hh/oth],"Corresponde a las viviendas, hogares y personas de 18 años y más.",El universo para la Encuesta de Cultura Política está conformado por la población civil no institucional residente en las cabeceras municipales del territorio nacional.,No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,Está conformado por la población civil no institucional residente en todo el territorio nacional.,NA,,
Sample survey data [ssd],NA,"KAP survey focusing on water, hygiene and sanitation practices and issues with the following unit of analysis: household",NA,Yes,Household health,Household health survey
Sample survey data [ssd],Other Household Survey,Household and individual.,NA,NA,,
Sample survey data [ssd],NA,"Individuals
Households","The survey covered all de jure household members (usual residents), all women aged 15-49 years resident in the household, and all children aged 0-4 years (under age 5) resident in the household.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Individual,"The sample universe for Afrobarometer surveys includes all citizens of voting age within the country. In other words, we exclude anyone who is not a citizen and anyone who has not attained this age (usually 18 years) on the day of the survey. Also excluded are areas determined to be either inaccessible or not relevant to the study, such as those experiencing armed conflict or natural disasters, as well as national parks and game reserves. As a matter of practice, we have also excluded people living in institutionalized settings, such as students in dormitories and persons in prisons or nursing homes.",No,opinion survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Households and individuals,The survey targeted adults aged 18 and above in sampled households in The Gambia.,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,NA,NA,,
Sample survey data [ssd],--,Stakeholders of the World Bank Group in Papua New Guinea.,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society.",No,opinion survey,
Sample survey data [ssd],NA,"individuals, other (farming associations), community, government","In Phase1, the study population included farmers, buying station (collectors) and input suppliers (i.e. nurseries), farmer groups and associations, MCC/MCA-I project staff, grantee staff, field staff, goverment representatives, project management and private sector partners in Indonesia. 

In Phase 2 the study population included the same beneficiary groups but since the grants had concluded it did not include grantee field staff or MCA-I.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],"Households
Children 0-23 months 
Children 6-59 months 
Women 15-49 years",Children 0-59 months Women 15-49 years Refugee households,Yes,Household health,Household health survey
Sample survey data [ssd],Other Household Survey [hh/oth],"Children 0-23 months
Children 6-59 months
Women 15-49 years
Households",Children 0-59 months Women 15-49 years Refugee households,Yes,Household health,Household health survey
Sample survey data [ssd],NA,"Households
Individual","Survey population – all residents of Lithuania aged 16–74.
Statistical unit – individual aged 16–74. Individuals residing in institutional households (care homes, imprisonment institutions, monasteries, convents, seminaries, etc.) are not surveyed.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Household and individual,"All refugee and asylum seeker households residing in Dzaleka and Luwani refugee camps, Malawi.

UNHCR PPG: 1MWIA, 1MWIB",No,UNHCR survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Households,The survey covers the beneficiaries of the Cash+ project and the non-beneficiaries as part of a control group.,No,Impact evaluation,
Sample survey data [ssd],Other Household Survey [hh/oth],Individual,Citizens of the Republic of Mauritius who are 18 years and older,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Household and only woman members,NA,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Households as well as individuals within households.,"Only households that are beneficiaries of the national cash transfer, located in communes and villages mentioned above",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],"Individuals
Households
Communities",The survey covered all household members. The questionnaire was administered to only one respondent per household - most often a male household head.,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Individual,Citizens of Nigeria who are 18 years and older,NA,,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],"La unidad de investigación estadística es la vivienda particular, el hogar y todas las personas residentes habituales del hogar.

No forman parte del estudio las viviendas colectivas (hospitales, hoteles, asilos, claustros religiosos, cuarteles, cárceles, etc.).","Comprende las viviendas particulares y sus ocupantes residentes habituales del área urbana y área rural del país. 

No forman parte del estudio las personas que residen en viviendas colectivas (hospitales, hoteles, asilos, claustros religiosos, cuarteles, cárceles, etc.).",NA,,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],"La unidad de análisis está constituida por:

1) Los integrantes del hogar familiar,

2) Los trabajadores del hogar con cama adentro, reciban o no pago por sus servicios,

3) Los integrantes de una pensión familiar que tienen como máximo 9 pensionistas, y

4) Las personas que no son miembros del hogar familiar, pero que estuvieron presentes en el hogar los últimos 30 días.

No serán investigados:

1) Los integrantes de una pensión familiar que tiene de 10 a más pensionistas, y

2) Los trabajadores del hogar con cama afuera.","La población de estudio está definida como el conjunto de todas las viviendas particulares y sus ocupantes residentes en el área urbana y rural del país.

Por no ser parte de la población de estudio, se excluyó a los miembros de las fuerzas armadas que viven en cuarteles, campamentos, barcos, y otros. También se excluye a las personas que residen en viviendas colectivas (hoteles, hospitales, asilos y claustros religiosos, cárceles, etc.).",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],"La unidad de análisis de la I Encuesta Virtual para Personas LGBTI, está conformada por las personas LGBTI (lesbianas, gays, bisexuales, trans e intersexuales) y aquellas que, sin identificarse con dichas categorías tienen una identidad de género, expresión de género y/o anatomía sexual que no se adscribe a las definiciones binarias y rígidas de lo masculino y lo femenino.","El universo de estudio esta definida por personas de 18 y más años de edad, residentes en el territorio peruano que se identifican como parte de la comunidad LGBTI (Lesbianas, Gays, Bisexuales, Trans e Intersex) o que, sin identificarse con dichas categorías, no se adscribe a las definiciones binarias y rígidas de lo masculino y femenino.",NA,,
Sample survey data [ssd],Statistical Info. & Monitoring Prog. [hh/simpoc],Individuals,Individuals of 15 years or older.,NA,,
Sample survey data [ssd],NA,#NAME?,NA,NA,,
Sample survey data [ssd],--,Stakeholders of the World Bank Group in Serbia.,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society.",No,opinion survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Individual,NA,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Individual,Citizens aged 18 years and above excluding those living in institutionalized buildings.,NA,,
Sample survey data [ssd],NA,#NAME?,NA,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Households,Refugees and host community households (Households living near settlements).,No,irrelevant topic,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],Households,All 1732 repairs conducted by UNHCR between December 2017 and August 2018.,No,UNHCR survey,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,Residentes en viviendas particulares ubicadas en cualquier parte del territorio nacional.,NA,,
Sample survey data [ssd],NA,Stakeholders of The World Bank Group in Vietnam,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society",No,opinion survey,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],#NAME?,Households with active phone connections and charged phones in 13 (pre-war) regions classified to be under ‘Emergency’.,NA,,
Sample survey data [ssd],--,Stakeholders of the World Bank Group in Zimbabwe,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society.",No,opinion survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Household and individual,"All refugee and asylum-seeker households residing in Zimbabwe's Tongogara Refugee Camp.

UNHCR PPG: 1ZWEA",No,UNHCR survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Son los hogares y todas las personas mayores de 14 años.,El universo de la ECSC está compuesto por la población civil no institucional residente habitual de los hogares en las cabeceras municipales de 28 ciudades de las cuales 23 son capitales de departamento y 5 ciudades intermedias.,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Households and individuals,"Refugees aged 16 years old or over at the time of interview who arrived in the U.S. during FY 2013-2017 inclusive.

While this covers five distinct fiscal years of refugee entrants, there is special
policy/analytic interest in collapsing years into three domains as follows:

• Cohort 1 – Refugees entering FY 2013 and FY 2014,
• Cohort 2 – Refugees entering FY 2015 and FY 2016, and
• Cohort 3 – Refugees entering FY 2017",No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],Households and individuals,"The target population of the survey consists of all private households in all nine provinces of South Africa, as well as residents in workers' hostels. The survey does not cover other collective living quarters such as students' hostels, old-age homes, hospitals, prisons and military barracks. It is only representative of non-institutionalized and non-military persons or households in South Africa.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Households and individuals,"The target population of the survey consists of all private households in all nine provinces of South Africa and residents in workers’ hostels. The survey does not cover other collective living quarters such as students’ hostels, old age homes, hospitals, prisons and military barracks, and is therefore only representative of non-institutionalized and non-military persons or households in South Africa.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,"Argentina: Población de 18 años y más del país.

Bolvia: Población de 18 años y más del país.

Brasil: Población de 16 años y más del país (rural y urbana).

Chile: Población de 18 años y más del país.

Colombia: Población de 18 años y más del país.

Costa Rica: Población de 18 años y más del país.

Ecuador: Población de 18 años y más del país.

El Salvador: Población de 18 años y más del país.

Guatemala: Población de 18 años y más del país.

Honduras: Población de 18 años y más del país.

México: Población de 18 años y más del país.
 
Nicaragua: Población de 16 años y más del país.

Panamá: Población de 18 años y más del país.

Paraguay: Población de 18 años y más del país.

Perú: Población de 18 años y más del país.

República Dominicana: Población de 18 años y más del país.

Uruguay: Población de 18 años y más del país.",NA,,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],Household,"O inquérito abrangeu todos os membros do agregado familiar (residentes usuais), todos os membros dos 15-49 anos de idade residentes no agregado familiar e todas as crianças dos 0-14 anos de idade residentes no aagregado familiar.

A amostra terá cobertura nacional, abarcando áreas rurais e urbanas do país.",NA,,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],"Households, and individuals",The target population includes all Palestinian households and individuals with regular residency in Palestine during the survey's period (2018).,NA,,
Sample survey data [ssd],NA,#NAME?,NA,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],La unidad de análisis de la operación estadística Encuesta de Hogares 2018 son los miembros del hogar que residen en viviendas particulares.,La encuesta cubre a todos los miembros del hogar que residen en viviendas particulares.,Yes,Other household survey,Other household survey
Sample survey data [ssd],NA,Households.,"The sample of farmers comprised of 100 farmers in Santo Antão and 25 farmers in Fogo. The sample also included 11 traders, 9 from Santo Antão and 2 from Fogo. 87% of the survey participants were aged above 40 years, 10% were between 31-40 years and 2% between 26-30 years. Most of the farmers  were male (2%). The survey covered farm households operating in the treatment areas. The sample was drawn from a list of potential beneficiaries held by the local offices of the Ministry of Agriculture in Mosteiros and Paúl and from CAIXA. All farms were small scale.",No,Impact evaluation,
Sample survey data [ssd],Other Household Survey [hh/oth],Household,Refugees living in Camps and settlements in the area of Gore,No,irrelevant topic,
Sample survey data [ssd],NA,"F1- health facility assessment: health center
F2- health provider interview: health provider
F3 - direct observation of antenatal care consultation: consultation
F4 - direct observation of curative care for children under-5: consultation
F5 - exit interview for antenatal care: pregnant woman
F6 - exit interview for child curative care: parent of caregiver of sick child",NA,Yes,Household health,Household health survey
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],Individual,"All persons aged 15 and over, residing within private households, regardless of their nationality, citizenship, language or legal status, in participating countries.",NA,,
Sample survey data [ssd],NA,"Households, children (0-59 months) women (15-49 years).","Households, and women and children within the households, in refugee sites in Melkadida.",No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,El universo de este estudio es la pobación nacional.,NA,,
Sample survey data [ssd],NA,Household and individual.,NA,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Household and individual,All refugees living in Kalobeyei Settlement,No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],"Children 0-23 months
Children 6-59 months
Women 15-49 years Households",Children 0-59 months Women 15-49 years Refugee households,Yes,Other household survey,Other household survey
Sample survey data [ssd],NA,Household and individual,The sampling frame used for VASyR 2018 was the total number of Syrian refugees known to UNHCR as of February 2018. A total of 855 cases were not considered part of the sampling frame due to missing addresses.,No,UNHCR survey,
Sample survey data [ssd],NA,"Patients, health professionals, health care system, districts, OPDs, HCs",NA,Yes,Household health,Household health survey
Sample survey data [ssd],Other Household Survey [hh/oth],"Las unidades de análisis utilizadas en la ENCO son:

-  Vivienda: Constituye la unidad de muestreo, es decir, la vivienda es utilizada para efectos de selección, la cual, es seleccionada a través de un esquema de muestreo tipo polietápico y estratificado.

-  Hogar: El hogar conforma la unidad de observación, se identifica a través de la vivienda particular, y en él se puede detectar la población objeto de estudio de la encuesta.",La población objeto de estudio son las personas de 18 años y más que residan permanentemente en las viviendas particulares ubicadas dentro del dominio de estudio en la fecha del levantamiento.,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],"Residentes de las viviendas seleccionadas de 18 y más años, y personas seleccionadas para responder sobre los temas que se abordan a partir de la tercera sección del cuestionario de la encuesta.","La encuesta está dirigida a la población de 18 a 70 años de edad, que reside permanentemente en viviendas particulares dentro del territorio nacional.",NA,,
Sample survey data [ssd],Other Household Survey,"Household, individual",NA,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,The National Post Measles Campaign Coverage Survey (PMCCS) was conducted following measles campaign targeting children aged 9 and 59 months.Parents and caregivers of all children aged between 9 month and 59 months in the selected households were eligible to participate in the survey,Yes,Household health,Household health survey
Sample survey data [ssd],Other Household Survey [hh/oth],Households,"(1) Hosts, (2) IDPs and (3) Returnee households.",No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,"The universe for survey consists of all urban and rural areas of the four provinces of Pakistan, excluded military restricted areas. The areas of erstwhile FATA have now been covered in Khyber Pakhtunkhwa.",NA,,
Sample survey data [ssd],NA,Household and individual,NA,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Households,"Refugees in camps in Kigeme, Nyabiheke, and Gihembe",No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],Individual,"Citizens of Tunisia who are 18 years and older, excluding institutions",NA,,
Sample survey data [ssd],NA,Household,"This KAP survey covers the whole refugee settlement of Kyangwali. All refugee household, new and old caseloads, residing in the settlement has been included in the sampling frame.",No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],Households,Refugees and host community households,No,irrelevant topic,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],Households,All 1374 repairs conducted by UNHCR between September 2018 and March 2019.,No,UNHCR survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Households,All households in selected camps,No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],Households and individuals,Refugees aged 16 years old or over at the time of interview who arrived in the U.S. during FY 2014-2018,No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],Households and individuals,"The SAYP covers children aged 7-17 years resident in a household. The survey excluded all people in prison, patients in hospitals, people residing in boarding houses and hotels, and boarding schools. Any single person households were screened out in all areas before the sample was drawn. Families living in hostels were treated as households.",Yes,Other household survey,Other household survey
Sample survey data [ssd],Other Household Survey [hh/oth],- Ménage,L'enquête porte sur les ménages ordinaires et les personnes déplacées internes,NA,,
Sample survey data [ssd],NA,Households,"South Sudanese Refugees in Central African Republic, Democratic Republic of The Congo, Ethiopia, Kenya, Sudan and Uganda",No,irrelevant topic,
Sample survey data [ssd],NA,Regulation at the national level.,Banking supervisors and Local Banking Associations.,No,enterprise survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Households,All population of concern to UNHCR who have been recepients of cash-based interventions.,No,UNHCR survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Stakeholders of the World Bank Group in Argentina.,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society.",No,opinion survey,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],"Household, individual",NA,NA,,
Sample survey data [ssd],NA,"Individuals, schools, and communities",NA,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Individuals,All ‘New’ Rohingya (those who had arrived in Bangladesh after the events of 25 August 2017) and currently residing in refugee camps in Cox’s Bazar district.,No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],"Household, Individual",All Palestinian households and individuals (10 years and above) whose usual place of residence in 2019 was in the state of Palestine.,NA,,
Sample survey data [ssd],NA,NA,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society.",No,opinion survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Individual,Citizens of Botswana who are 18 years and older.,NA,,
Sample survey data [ssd],NA,Household,Households living in shelters,NA,,
Sample survey data [ssd],NA,Household,Households living in shelters.,NA,,
Sample survey data [ssd],NA,Household,Households that relocated internally from one city to another.,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Stakeholders of the World Bank Group in Cameroon.,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society.",No,opinion survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Household,Refugees living in Camps and settlements in the area of BAGA SOLA,No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],Individual and Household,"All refugees from Burundi, Central African Republic and South Sudan.",No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],Stakeholders of the World Bank in Costa Rica.,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society.",No,opinion survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Individual,Citizens of Ghana who are 18 years and older.,NA,,
Sample survey data [ssd],NA,"Micro, Small and Medium Tourism and tourism-related enterprises","The universe of MSMEs in Tourism and Tourism-related sectors of Accra, Elmina and Sekondi-Takoradi in Ghana comprises 2,677 entities identified individually in the sampling frame.",No,enterprise survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Individual,Citizens of Kenya who are 18 years and older.,NA,,
Sample survey data [ssd],NA,Household,All refugee households,No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],Household and individual,"Sampled household survey, representative of all refugees living in Kakuma refugee camp.",No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],Stakeholders of the World Bank Group in Sri Lanka.,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society.",No,opinion survey,
Sample survey data [ssd],NA,Household and individual,The sampling frame used for VASyR 2019 was the total number of Syrian refugees in Lebanon known to UNHCR.,No,UNHCR survey,
Sample survey data [ssd],NA,Household and individual,The sampling frame used for VASyR 2019 was the total number of Syrian refugees in Arsaal known to UNHCR.,No,UNHCR survey,
Sample survey data [ssd],NA,"Micro, Small and Medium Tourism and tourism-related enterprises","The universe of MSMEs in Tourism and Tourism-related sectors of Freetown and the Western Area in Sierra Leone comprises 1,067 entities identified individually in the sampling frame.",No,enterprise survey,
Sample survey data [ssd],NA,"For project impact: Households in Maseru, in Roma and Morija (both peri-urban towns near the capital of Maseru), and in Semonkong (a newly designated urban area in Maseru district)

For project implementation: Packages of water infrastructure and associated works in all towns included in the Compact (e.g. Metolong Water Treatment Works and downstream conveyance, urban water network in each town, etc.)

For project performance: Households in towns not included in the impact evaluation.","Impact evaluation in Roma & Morija as well as in Semonkong: All new customers (who have lived in the town since before completion of the works and connected after completion of the works; varies by site); All unconnected customers -- all within 300m from the network (eligibility boundaries) and having lived in the town since before connection of the works.
Impact evaluation in Maseru: All customers who connected before the Metolong Dam was commissionied in areas supplied by the Dam and in areas supplied by alternative sources.
Performance evaluation: WASCO customers in towns included in the Compact. Utility (WASCO). Industrial firms in Maseru in the garment & textile industry.",No,Impact evaluation,
Sample survey data [ssd],Other Household Survey [hh/oth],Households,GNAFC project beneficiaries,No,Impact evaluation,
Sample survey data [ssd],Other Household Survey [hh/oth],Individual,Citizens of Namibia who are 18 years and older.,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,This questionnaire was administered to the selected individual if the individual is aged 15 years and above and to mothers or caregivers of the selected child if the selected child is aged 9 months - 14 years.,Yes,Other household survey,
Sample survey data [ssd],Other Household Survey [hh/oth],"Households
Children 0-23 months 
Children 6-59 months 
Women 15-49 years","Children 0-59 months Women 15-49 years Refugee households.

A household was defined as: a group of people who live together and routinely eat out of the same pot. Where two families share the same pot, they were assessed as one household even if they lived in the same compound.",Yes,Other household survey,Other household survey
Sample survey data [ssd],Other Household Survey [hh/oth],"Households
Children 0-23 months
Children 6-59 months
Women 15-49 years","Children 0-59 months
Women 15-49 years
Refugee households

A household was defined as: a group of people who live together and routinely eat out of the same pot. Where two families share the same pot, they were assessed as one household even if they lived in the same compound.",Yes,Other household survey,Other household survey
Sample survey data [ssd],Other Household Survey [hh/oth],Households,"South Sudanese Refugees in Central African Republic, Democratic Republic of The Congo, Ethiopia, Kenya, Sudan and Uganda",No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],Household,"All Persons of Concern to UNHCR  living within Nduta, Nyarugusu and Mtendeli camps",No,UNHCR survey,
Sample survey data [ssd],NA,The study describes (including but not limited to): - Household - Individual - Parcel - Plot - Community,NA,NA,,
Sample survey data [ssd],NA,Households,Refugees and host community,No,irrelevant topic,
Sample survey data [ssd],NA,Households,Entire members of the household,NA,,
Sample survey data [ssd],NA,Individuals and households,NA,NA,,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],Households,All recipients of CBI in 2019 in Oruchinga Camp,No,irrelevant topic,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],Households,All 1316 repairs conducted by UNHCR between October 2019 and April 2020.,No,UNHCR survey,
Sample survey data [ssd],NA,"Firm, affiliate of multinational company","Firms (affiliates of multinational company) in 10 middle-income countries (MICs): Brazil, China, India, Indonesia, Malaysia, Mexico, Nigeria, Thailand, Turkey, and Vietnam.",No,enterprise survey,
Sample survey data [ssd],Other Household Survey [hh/oth],"Households, children (0-59 months) and women (15-49 years)","Households, and children (0-59 months) and women (15-49 years) within the households",Yes,Household health,Household health survey
Sample survey data [ssd],Other Household Survey [hh/oth],"Households, properties/parcels, individuals",NA,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Households,persons of concern to UNHCR who received cash as part of UNHCR's CBI to support shelther and protection needs,No,UNHCR survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Households,Persons of concerns (PoCs) to UNHCR in the Maratane camp and the host communities living within 6 km radius from the centre of the camp.,No,UNHCR survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Households and individuals,"The target population of the survey consists of all private households in all nine provinces of South Africa and residents in workers' hostels. The survey does not cover other collective living quarters such as students' hostels, old-age homes, hospitals, prisons and military barracks.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Households and individuals,"The target population of the survey consists of all private households in all nine provinces of South Africa, as well as residents in workers' hostels. The survey does not cover other collective living quarters such as students' hostels, old-age homes, hospitals, prisons and military barracks. It is only representative of non-institutionalised and non-military persons or households in South Africa.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Individuals,The survey collected data from pregnant women and new mothers in South Africa.,Yes,Household health,Household health survey
Sample survey data [ssd],Other Household Survey [hh/oth],Households and individuals,"The survey covers all adult residence in Gauteng province, South Africa.",NA,,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],Individuals,Individuals of 15 years or older with access to landline and/or mobile phones.,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Individuals and households,All households within 6 km of UNHCR camps in Ukhiya and Teknaf upazilas.,No,UNHCR survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Households,The survey universe covered all households subject to CBI in Cox's Bazar 9 districts.,No,limited sample,
