country,iso3c,year,status,instrument_name,instrument_type,source
Malawi,MWI,2013,completed,"Rural Livelihood Survey 2012-2013, Round 2",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Malawi,MWI,2013,completed,"Integrated Household Panel Survey 2010-2013 (Short-Term Panel, 204 EAs)",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Malawi,MWI,2013,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Malawi,MWI,2014,completed,"Savings Defaults and Payment Delays for Cash Transfers, 2013-2014",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Malawi,MWI,2014,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Malawi,MWI,2014,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Malawi,MWI,2014,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Malawi,MWI,2015,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Malawi,MWI,2016,completed,"Integrated Household Panel Survey 2010-2013-2016 (Long-Term Panel, 102 EAs)",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Malawi,MWI,2016,completed,Fourth Integrated Household Survey 2016-2017,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Malawi,MWI,2016,completed,"Integrated Household Panel Survey 2010-2013-2016 (Long-Term Panel, 102 EAs)",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Malawi,MWI,2017,completed,Fourth Integrated Household Survey 2016-2017,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Malawi,MWI,2017,completed,Livelihoods Programme Monitoring Beneficiary Survey 2017,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Malawi,MWI,2017,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Malawi,MWI,2018,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Malawi,MWI,2019,completed,"Integrated Household Panel Survey, 2010-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Malawi,MWI,2019,completed,Fifth Integrated Household Survey 2019-2020,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Malawi,MWI,2019,completed,"Integrated Household Panel Survey 2010-2013-2016-2019 (Long-Term Panel, 102 EAs)",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Malawi,MWI,2020,completed,"Fifth Integrated Household Survey, 2019-2020",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Malawi,MWI,2020,completed,High-Frequency Phone Survey on COVID-19,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Malawi,MWI,2020,Data processing / analysis,MICS,Household health survey,https://mics.unicef.org/surveys
Malaysia,MYS,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Malaysia,MYS,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Malaysia,MYS,2020,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Malaysia,MYS,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Mayotte,MYT,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Mayotte,MYT,2017,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Namibia,NAM,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Namibia,NAM,2013,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Namibia,NAM,2014,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Namibia,NAM,2018,completed,Post Harvest Losses - Pilot Survey 2018,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Namibia,NAM,2018,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
New Caledonia,NCL,2014,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
New Caledonia,NCL,2019,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Niger,NER,2011,completed,National Survey on Household Living Conditions and Agriculture 2011,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Niger,NER,2012,completed,National Survey on Household Living Conditions and Agriculture 2011,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Niger,NER,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Niger,NER,2012,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Niger,NER,2014,completed,"National Survey on Household Living Conditions and Agriculture 2014, Wave 2 Panel Data",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Niger,NER,2015,completed,"National Survey on Household Living Conditions and Agriculture - Wave 2, 2014 - 2015",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Niger,NER,2017,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Norfolk Island,NFK,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Norfolk Island,NFK,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Nigeria,NGA,2010,completed,"General  Household Survey, 2009",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Nigeria,NGA,2010,completed,"General Household Survey, Panel 2010-2011, Wave 1",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Nigeria,NGA,2010,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Nigeria,NGA,2011,completed,General Household Survey-Panel 2010-2011 (PostHarvest),Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Nigeria,NGA,2011,completed,"General Household Survey, Panel 2010-2011",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Nigeria,NGA,2011,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Nigeria,NGA,2012,completed,"General Household Survey, Panel  2012-2013, Wave 2",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Nigeria,NGA,2013,completed,"General Household Survey Panel, Farm Area Measurement Validation Study 2013",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Nigeria,NGA,2013,completed,"General Household Survey, Panel  2012-2013",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Nigeria,NGA,2013,completed,"General Household Survey Panel, Farm Area Measurement Validation Study 2013",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Nigeria,NGA,2013,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Nigeria,NGA,2015,completed,"Feed the Future Nigeria Livelihoods Project - Baseline Survey, 2015",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Nigeria,NGA,2015,completed,General Household Survey-Panel Wave 3 (Post Planting) 2015-2016,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Nigeria,NGA,2015,completed,"General Household Survey, Panel  2015-2016, Wave 3",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Nigeria,NGA,2015,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Nigeria,NGA,2016,completed,General Household Survey-Panel Wave 3 (Post Harvest) 2015-2016,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Nigeria,NGA,2016,completed,"Smallholder Household Survey - CGAP, 2016",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Nigeria,NGA,2017,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Nigeria,NGA,2018,completed,"General Household Survey, Panel 2018-2019, Wave 4",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Nigeria,NGA,2018,completed,Living Standards Survey 2018-2019,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Nigeria,NGA,2018,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Nigeria,NGA,2018,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Nigeria,NGA,2019,completed,"General Household Survey, Panel 2018-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Nigeria,NGA,2019,completed,"Good Growth Plan, 2018-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Nigeria,NGA,2019,completed,"Living Standards Survey, 2018-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Nigeria,NGA,2020,completed,"National Longitudinal Phone Survey (COVID-19), 2020",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Nigeria,NGA,2020,completed,COVID-19 National Longitudinal Phone Survey 2020,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Nigeria,NGA,2020,completed,COVID-19 National Longitudinal Phone Survey 2020 – World Bank LSMS Harmonized Dataset,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Nicaragua,NIC,2011,completed,Rice and Banana Farmers 2010-2011,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Nicaragua,NIC,2011,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Nicaragua,NIC,2018,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Niue,NIU,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Niue,NIU,2017,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Netherlands,NLD,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Netherlands,NLD,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Netherlands,NLD,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Netherlands,NLD,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Netherlands,NLD,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Netherlands,NLD,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Norway,NOR,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Norway,NOR,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Norway,NOR,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Norway,NOR,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Nepal,NPL,2010,completed,"Living Standards Survey 2010-2011, Third Round",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Nepal,NPL,2011,completed,"Living Standards Survey, Wave 3, 2010-2011",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Nepal,NPL,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Nepal,NPL,2011,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Nepal,NPL,2011,Completed,Module in living standards survey 2010-11,Time Use Survey,https://unstats.un.org/unsd/gender/timeuse and manual ODW check of NSO websites
Nepal,NPL,2012,completed,"Livelihoods, Basic Services, Social Protection and Perceptions of the State in Conflict-affected Situations Household Survey 2012",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Nepal,NPL,2012,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Nepal,NPL,2013,completed,"The Role of Information and Cash Transfers on Early Childhood Development 2013-2014, Evidence from Nepal",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Nepal,NPL,2014,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Nepal,NPL,2016,completed,"Household Risk and Vulnerability Survey, Full Panel 2016-2018",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Nepal,NPL,2016,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Nepal,NPL,2017,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Nepal,NPL,2018,completed,Household Risk and Vulnerability Survey 2016-2018,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Nepal,NPL,2019,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Nepal,NPL,2020,Completed,AGRISurvey Nation-wide,Agricultural Survey/Census,http://www.fao.org/in-action/agrisurvey/country-work/nepal/en/
Nauru,NRU,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
New Zealand,NZL,2012,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
New Zealand,NZL,2013,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
New Zealand,NZL,2017,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
New Zealand,NZL,2018,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Oman,OMN,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Oman,OMN,2013,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Oman,OMN,2013,Completed,Population register,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Oman,OMN,2014,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Oman,OMN,2020,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Oman,OMN,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Pakistan,PAK,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Pakistan,PAK,2012,completed,"Livelihoods, Basic Services, Social Protection and Perceptions of the State in Conflict-affected Situations Household Survey 2012",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Pakistan,PAK,2012,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Pakistan,PAK,2015,completed,CGAP Financial Diaries with Smallholder Households 2014-2015,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Pakistan,PAK,2017,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Pakistan,PAK,2017,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Pakistan,PAK,2018,completed,"Good Growth Plan, 2014-2018",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Pakistan,PAK,2018,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Pakistan,PAK,2019,Completed,OTH,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Panama,PAN,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Panama,PAN,2011,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Panama,PAN,2013,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Panama,PAN,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Pitcairn Islands,PCN,2015,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Peru,PER,2010,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Peru,PER,2010,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Peru,PER,2011,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Peru,PER,2012,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Peru,PER,2012,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Peru,PER,2013,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Peru,PER,2014,completed,National Agricultural Survey 2014,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Peru,PER,2014,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Peru,PER,2015,completed,National Agricultural Survey 2015,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Peru,PER,2016,completed,National Agricultural Survey 2016,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Peru,PER,2017,completed,National Agricultural Survey 2017,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Peru,PER,2017,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Peru,PER,2018,completed,National Agricultural Survey 2018,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Peru,PER,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Peru,PER,2020,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Philippines,PHL,2010,completed,Monthly Palay and Corn Situation Reporting System 2010,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Philippines,PHL,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Philippines,PHL,2012,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Philippines,PHL,2013,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Philippines,PHL,2015,completed,Quarterly Aquaculture Survey 2015,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Philippines,PHL,2015,completed,Quarterly Municipal Fisheries Survey 2015,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Philippines,PHL,2015,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Philippines,PHL,2016,completed,Backyard Livestock and Poultry Survey 2010-2016,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Philippines,PHL,2016,completed,Commercial Livestock and Poultry Survey 2010-2016,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Philippines,PHL,2016,completed,Monthly Palay and Corn Situation Reporting System 2016,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Philippines,PHL,2016,completed,Palay and Corn Stocks Survey-1 2016,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Philippines,PHL,2016,completed,Quarterly Aquaculture Survey 2016,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Philippines,PHL,2016,completed,Quarterly Commercial Fisheries Survey 2016,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Philippines,PHL,2016,completed,Quarterly Municipal Fisheries Survey 2016,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Philippines,PHL,2017,completed,Commercial Livestock and Poultry Survey - Layer 2017,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Philippines,PHL,2017,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Philippines,PHL,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Philippines,PHL,2020,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Philippines,PHL,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Palau,PLW,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Palau,PLW,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Palau,PLW,2015,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Palau,PLW,2015,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Palau,PLW,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Papua New Guinea,PNG,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Papua New Guinea,PNG,2017,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Papua New Guinea,PNG,2020,completed,"High Frequency Phone Survey, 2020",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Poland,POL,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Poland,POL,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Poland,POL,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Puerto Rico,PRI,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Puerto Rico,PRI,2018,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Puerto Rico,PRI,2018,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Puerto Rico,PRI,2019,Completed,Official estimate,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Puerto Rico,PRI,2020,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
North Korea,PRK,2017,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
North Korea,PRK,2019,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Portugal,PRT,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Portugal,PRT,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Portugal,PRT,2019,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Portugal,PRT,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Paraguay,PRY,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Paraguay,PRY,2016,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Paraguay,PRY,2017,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Paraguay,PRY,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Palestinian Territories,PSE,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Palestinian Territories,PSE,2010,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Palestinian Territories,PSE,2014,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Palestinian Territories,PSE,2017,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Palestinian Territories,PSE,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Palestinian Territories,PSE,2020,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Palestinian Territories,PSE,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
French Polynesia,PYF,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
French Polynesia,PYF,2017,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Qatar,QAT,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Qatar,QAT,2012,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Qatar,QAT,2015,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Qatar,QAT,2019,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Qatar,QAT,2020,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Réunion,REU,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Réunion,REU,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Réunion,REU,2016,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Réunion,REU,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Romania,ROU,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Romania,ROU,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Romania,ROU,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Russia,RUS,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Russia,RUS,2015,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Russia,RUS,2016,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Russia,RUS,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Rwanda,RWA,2010,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Rwanda,RWA,2011,completed,"Integrated Household Living Conditions Survey, Wave 3, 2010-2011.",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Rwanda,RWA,2011,Completed,OTH,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Rwanda,RWA,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Rwanda,RWA,2013,completed,Rwanda Seasonal Agriculture Survey 2013,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Rwanda,RWA,2013,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Rwanda,RWA,2014,completed,"Integrated Household Living Conditions Survey - Wave 4, Cross-Sectional Sample, 2013-2014.",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Rwanda,RWA,2014,completed,"Integrated Household Living Conditions Survey - Wave 4, VUP Sample, 2013-2014.",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Rwanda,RWA,2014,completed,"Integrated Household Living Conditions Survey, Wave 4, Panel Sample, 2013-2014.",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Rwanda,RWA,2014,completed,Rwanda Seasonal Agriculture Survey 2014,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Rwanda,RWA,2015,completed,Rwanda Seasonal Agriculture Survey 2015,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Rwanda,RWA,2015,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Rwanda,RWA,2016,completed,Rwanda Seasonal Agriculture Survey 2016,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Rwanda,RWA,2017,completed,Agricultural Household Survey 2017,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
