"","idno","formid","form_model","title","nation","year_start","year_end","repositoryid","created","changed","varcount","total_views","authoring_entity","total_downloads","rank","type","id","url","link_da","thumbnail","iso3c","status","source","study_type","meta_data_field","year"
"3496","MMR_2021_DEMHS-R2_v01_M_v01_A_OCS",5,"remote","Data in Emergencies Monitoring Household Survey 2021","Myanmar",2021,2021,"central","2023-02-08T19:02:42+00:00","2023-02-08T19:02:42+00:00",0,0,"Food and Agriculture Organization, Data in Emergencies Hub, World Food Programme",0,1,"survey",11180,"https://catalog.ihsn.org/catalog/11180","https://microdata.fao.org/index.php/catalog/2077",NA,"MMR","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3497","MMR_2021_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2021","Myanmar",2021,2021,"central","2023-01-13T18:51:22+00:00","2023-01-13T18:51:22+00:00",0,0,"FAO Statistics Division",0,1,"survey",10872,"https://catalog.ihsn.org/catalog/10872","https://microdata.fao.org/index.php/catalog/2240",NA,"MMR","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3498","NAM_2021_LIS_v01_M",5,"remote","Livelihoods Programme Monitoring Beneficiary Survey 2021","Namibia",2021,2021,"central","2022-12-06T15:26:48+00:00","2023-01-20T15:30:42+00:00",104,151,"UN Refugee Agency (UNHCR)",1,1,"survey",10691,"https://catalog.ihsn.org/catalog/10691","https://microdata.unhcr.org/index.php/catalog/754",NA,"NAM","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3499","NAM_2021_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2021","Namibia",2021,2021,"central","2022-10-17T12:30:22+00:00","2022-12-16T21:10:19+00:00",119,130,"Development Research Group, Finance and Private Sector Development Unit",30,1,"survey",10482,"https://catalog.ihsn.org/catalog/10482","https://microdata.worldbank.org/index.php/catalog/4683",NA,"NAM","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3500","NAM_2021_IRS_v01_M",5,"remote","Intention to Return Survey 2021","Namibia",2021,2021,"central","2022-12-01T22:30:07+00:00","2022-12-01T22:30:07+00:00",0,0,"UN Refugee Agency (UNHCR), Government of the Republic of Namibia",0,1,"survey",10584,"https://catalog.ihsn.org/catalog/10584","https://microdata.unhcr.org/index.php/catalog/561",NA,"NAM","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3501","NPL_2021_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2021","Nepal",2021,2021,"central","2022-10-17T12:30:33+00:00","2022-12-16T21:10:52+00:00",119,263,"Development Research Group, Finance and Private Sector Development Unit",23,1,"survey",10483,"https://catalog.ihsn.org/catalog/10483","https://microdata.worldbank.org/index.php/catalog/4684",NA,"NPL","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3502","NPL_2021_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2021","Nepal",2021,2021,"central","2023-01-11T20:05:36+00:00","2023-07-07T02:07:07+00:00",23,105,"FAO Statistics Division",0,1,"survey",10835,"https://catalog.ihsn.org/catalog/10835","https://microdata.fao.org/index.php/catalog/2229",NA,"NPL","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3503","NPL_2021_FANSEPIE-BL_v01_M",5,"remote","Food and Nutrition Security Enhancement Project Impact Evaluation 2021 - Baseline","Nepal",2021,2021,"central","2022-12-05T19:24:25+00:00","2022-12-05T19:24:25+00:00",0,0,"Paul Christian",0,1,"survey",10641,"https://catalog.ihsn.org/catalog/10641","https://microdata.worldbank.org/index.php/catalog/4557",NA,"NPL","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3504","NLD_2021_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2021","Netherlands",2021,2021,"central","2022-10-17T12:30:44+00:00","2022-12-16T21:11:23+00:00",95,231,"Development Research Group, Finance and Private Sector Development Unit",33,1,"survey",10484,"https://catalog.ihsn.org/catalog/10484","https://microdata.worldbank.org/index.php/catalog/4685",NA,"NLD","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3505","NLD_2021_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2021","Netherlands",2021,2021,"central","2023-01-11T20:05:29+00:00","2023-01-11T20:05:29+00:00",0,0,"FAO Statistics Division",0,1,"survey",10831,"https://catalog.ihsn.org/catalog/10831","https://microdata.fao.org/index.php/catalog/2235",NA,"NLD","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3506","KNA_2021_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2021","St.Kitts and Nevis",2021,2022,"central","2023-01-18T17:09:51+00:00","2023-01-18T17:09:51+00:00",0,0,"FAO Statistics Division",0,1,"survey",10927,"https://catalog.ihsn.org/catalog/10927","https://microdata.fao.org/index.php/catalog/2271",NA,"KNA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021/22"
"3507","NZL_2021_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2021","New Zealand",2021,2021,"central","2022-10-17T12:30:59+00:00","2022-12-16T21:11:59+00:00",95,227,"Development Research Group, Finance and Private Sector Development Unit",29,1,"survey",10485,"https://catalog.ihsn.org/catalog/10485","https://microdata.worldbank.org/index.php/catalog/4686",NA,"NZL","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3508","NZL_2021_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2021","New Zealand",2021,2021,"central","2023-01-11T20:05:38+00:00","2023-01-11T20:05:38+00:00",0,0,"FAO Statistics Division",0,1,"survey",10837,"https://catalog.ihsn.org/catalog/10837","https://microdata.fao.org/index.php/catalog/2246",NA,"NZL","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3509","NIC_2021_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2021","Nicaragua",2021,2021,"central","2022-10-17T12:31:13+00:00","2022-12-16T21:12:34+00:00",119,250,"Development Research Group, Finance and Private Sector Development Unit",28,1,"survey",10486,"https://catalog.ihsn.org/catalog/10486","https://microdata.worldbank.org/index.php/catalog/4687",NA,"NIC","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3510","NER_2021_LIS_v01_M",5,"remote","Livelihoods Programme Monitoring Beneficiary Survey 2021","Niger",2021,2021,"central","2022-12-06T15:26:49+00:00","2023-01-20T15:30:44+00:00",104,146,"UN Refugee Agency (UNHCR)",2,1,"survey",10692,"https://catalog.ihsn.org/catalog/10692","https://microdata.unhcr.org/index.php/catalog/755",NA,"NER","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3511","NER_2021_MIS_v01_M",5,"remote","Enquête sur les Indicateurs du Paludisme 2021","Niger",2021,2021,"central","2023-03-01T16:25:15+00:00","2023-03-01T16:25:15+00:00",0,0,"Institut National de la Statistique (INS)",0,1,"survey",11240,"https://catalog.ihsn.org/catalog/11240","https://dhsprogram.com/data/available-datasets.cfm",NA,"NER","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3512","NER_2021_EIS_v01_M",5,"remote","Energy Monitoring Framework Survey 2021","Niger",2021,2021,"central","2022-12-16T19:08:30+00:00","2022-12-16T19:08:30+00:00",0,0,"UN Refugee Agency (UNHCR)",0,1,"survey",10740,"https://catalog.ihsn.org/catalog/10740","https://microdata.unhcr.org/index.php/catalog/768",NA,"NER","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3513","NER_2021_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2021","Niger",2021,2021,"central","2023-01-11T20:05:24+00:00","2023-01-11T20:05:24+00:00",0,0,"FAO Statistics Division",0,1,"survey",10828,"https://catalog.ihsn.org/catalog/10828","https://microdata.fao.org/index.php/catalog/2260",NA,"NER","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3514","NER_2021_ISR_v01_M",5,"remote","Intention Survey of Nigerian Refugees in DIFFA Region 2021","Niger",2021,2021,"central","2023-07-12T19:25:01+00:00","2023-07-12T19:25:01+00:00",0,0,"UN Refugee Agency (UNHCR)",0,1,"survey",11392,"https://catalog.ihsn.org/catalog/11392","https://microdata.unhcr.org/index.php/catalog/736",NA,"NER","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3515","NER_2021_PDM-CBI_v01_M",5,"remote","Cash-based Intervention Post-distribution Monitoring in Tillabery Region of Niger in 2021","Niger",2021,2021,"central","2023-07-12T19:24:55+00:00","2023-07-12T19:24:55+00:00",0,0,"UN Refugee Agency (UNHCR)",0,1,"survey",11391,"https://catalog.ihsn.org/catalog/11391","https://microdata.unhcr.org/index.php/catalog/741",NA,"NER","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3516","NGA_2021-2023_NLPS_v05_M",5,"remote","National Longitudinal Phone Survey 2021-2023","Nigeria",2021,2023,"central","2022-04-13T11:09:25+00:00","2023-06-30T13:38:51+00:00",1212,2502,"National Bureau of Statistics (NBS)",120,1,"survey",10206,"https://catalog.ihsn.org/catalog/10206","https://microdata.worldbank.org/index.php/catalog/4444",NA,"NGA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021-2023"
"3517","NGA_2021_LIS_v01_M",5,"remote","Livelihoods Programme Monitoring Beneficiary Survey 2021","Nigeria",2021,2021,"central","2022-12-06T15:26:51+00:00","2023-01-20T15:30:46+00:00",104,161,"UN Refugee Agency (UNHCR)",2,1,"survey",10693,"https://catalog.ihsn.org/catalog/10693","https://microdata.unhcr.org/index.php/catalog/756",NA,"NGA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3518","NGA_2021_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2021","Nigeria",2021,2021,"central","2022-10-17T12:31:29+00:00","2022-12-16T21:13:03+00:00",119,136,"Development Research Group, Finance and Private Sector Development Unit",27,1,"survey",10487,"https://catalog.ihsn.org/catalog/10487","https://microdata.worldbank.org/index.php/catalog/4688",NA,"NGA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3519","NGA_2021_DEMHS-R1_v01_M_v01_A_OCS",5,"remote","Data in Emergencies Monitoring Household Survey 2021","Nigeria",2021,2021,"central","2023-02-08T19:02:45+00:00","2023-02-08T19:02:45+00:00",0,0,"Food and Agriculture Organization, Data in Emergencies Hub, ",0,1,"survey",11183,"https://catalog.ihsn.org/catalog/11183","https://microdata.fao.org/index.php/catalog/2078",NA,"NGA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3520","NGA_2021_MIS_v01_M",5,"remote","Malaria Indicator Survey 2021","Nigeria",2021,2021,"central","2023-03-01T21:07:11+00:00","2023-03-01T21:07:11+00:00",655,0,"National Malaria Elimination Programme (NMEP)",0,1,"survey",11241,"https://catalog.ihsn.org/catalog/11241","https://dhsprogram.com/data/available-datasets.cfm","thumbnail-s11241.jpg","NGA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3521","NOR_2021_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2021","Norway",2021,2021,"central","2022-10-17T12:32:01+00:00","2022-12-16T21:14:05+00:00",95,124,"Development Research Group, Finance and Private Sector Development Unit",25,1,"survey",10489,"https://catalog.ihsn.org/catalog/10489","https://microdata.worldbank.org/index.php/catalog/4690",NA,"NOR","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3522","NOR_2021_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2021","Norway",2021,2021,"central","2023-01-11T20:05:32+00:00","2023-01-11T20:05:32+00:00",0,0,"FAO Statistics Division",0,1,"survey",10833,"https://catalog.ihsn.org/catalog/10833","https://microdata.fao.org/index.php/catalog/2218",NA,"NOR","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3523","PAK_2021_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2021","Pakistan",2021,2021,"central","2022-10-17T12:32:15+00:00","2022-12-16T21:14:37+00:00",119,242,"Development Research Group, Finance and Private Sector Development Unit",29,1,"survey",10490,"https://catalog.ihsn.org/catalog/10490","https://microdata.worldbank.org/index.php/catalog/4691",NA,"PAK","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3524","PAK_2021_DEMHS-R2_v01_M_v01_A_OCS",5,"remote","Data in Emergencies Monitoring Household Survey 2021","Pakistan",2021,2021,"central","2023-02-08T19:02:47+00:00","2023-02-08T19:02:47+00:00",0,0,"Food and Agriculture Organization, Data in Emergencies Hub",0,1,"survey",11184,"https://catalog.ihsn.org/catalog/11184","https://microdata.fao.org/index.php/catalog/2081",NA,"PAK","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3525","PAN_2021_HFS-Q3_v01_M",5,"remote","High Frequency Survey 2021, Quarter 3","Panama",2021,2021,"central","2022-05-03T12:46:27+00:00","2022-05-05T18:51:48+00:00",472,539,"UN Refugee Agency (UNHCR)",0,1,"survey",10244,"https://catalog.ihsn.org/catalog/10244",NA,NA,"PAN","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3526","PAN_2021_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2021","Panama",2021,2021,"central","2022-10-17T12:32:28+00:00","2022-12-16T21:15:04+00:00",118,252,"Development Research Group, Finance and Private Sector Development Unit",24,1,"survey",10491,"https://catalog.ihsn.org/catalog/10491","https://microdata.worldbank.org/index.php/catalog/4692",NA,"PAN","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3527","PAN_2021_LIS_v01_M",5,"remote","Livelihoods Programme Monitoring Beneficiary Survey 2021","Panama",2021,2021,"central","2022-12-06T15:26:53+00:00","2023-01-20T15:30:48+00:00",104,172,"UN Refugee Agency (UNHCR)",4,1,"survey",10694,"https://catalog.ihsn.org/catalog/10694","https://microdata.unhcr.org/index.php/catalog/757",NA,"PAN","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3528","PAN_2021_HFS-Q4_v01_M",5,"remote","High Frequency Survey 2021","Panama",2021,2021,"central","2022-12-15T13:51:02+00:00","2023-01-20T15:32:02+00:00",525,14,"UN Refugee Agency (UNHCR)",0,1,"survey",10728,"https://catalog.ihsn.org/catalog/10728","https://microdata.unhcr.org/index.php/catalog/652",NA,"PAN","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3529","PRY_2021_HFS-Q3_v01_M",5,"remote","High Frequency Survey 2021, Quarter 3","Paraguay",2021,2021,"central","2022-05-03T12:46:33+00:00","2022-05-05T18:51:55+00:00",472,535,"UN Refugee Agency (UNHCR)",0,1,"survey",10248,"https://catalog.ihsn.org/catalog/10248",NA,NA,"PRY","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3530","PRY_2021_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2021","Paraguay",2021,2021,"central","2022-10-17T12:32:39+00:00","2022-12-16T21:15:38+00:00",119,241,"Development Research Group, Finance and Private Sector Development Unit",20,1,"survey",10492,"https://catalog.ihsn.org/catalog/10492","https://microdata.worldbank.org/index.php/catalog/4693",NA,"PRY","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3531","PRY_2021_WBCS_v01_M",5,"remote","World Bank Group Country Survey 2021","Paraguay",2021,2021,"central","2023-02-06T22:45:04+00:00","2023-02-06T22:45:04+00:00",0,0,"Public Opinion Research Group",0,1,"survey",11157,"https://catalog.ihsn.org/catalog/11157","https://microdata.worldbank.org/index.php/catalog/5543",NA,"PRY","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3532","PER_2021_HFS-Q3_v01_M",5,"remote","High Frequency Survey 2021, Quarter 3","Peru",2021,2021,"central","2022-05-03T12:46:32+00:00","2022-05-05T18:51:54+00:00",472,539,"UN Refugee Agency (UNHCR)",0,1,"survey",10247,"https://catalog.ihsn.org/catalog/10247",NA,NA,"PER","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3533","PER_2021_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2021","Peru",2021,2021,"central","2022-10-17T12:32:52+00:00","2022-12-16T21:16:09+00:00",119,274,"Development Research Group, Finance and Private Sector Development Unit",26,1,"survey",10493,"https://catalog.ihsn.org/catalog/10493","https://microdata.worldbank.org/index.php/catalog/4694",NA,"PER","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3534","PER_2021_HFS-Q4_v01_M",5,"remote","High Frequency Survey 2021","Peru",2021,2021,"central","2022-12-16T19:08:15+00:00","2022-12-16T19:08:15+00:00",0,0,"UN Refugee Agency (UNHCR)",0,1,"survey",10732,"https://catalog.ihsn.org/catalog/10732","https://microdata.unhcr.org/index.php/catalog/649",NA,"PER","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3535","PER_2021_FM-TUMBES-EXT_v01_M",5,"remote","Flow Monitoring Tumbes (Exits) 2021","Peru",2021,2022,"central","2022-12-16T19:08:21+00:00","2022-12-16T19:08:21+00:00",0,0,"UN Refugee Agency (UNHCR)",0,1,"survey",10735,"https://catalog.ihsn.org/catalog/10735","https://microdata.unhcr.org/index.php/catalog/723",NA,"PER","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021/22"
"3536","PER_2021_FM-PUNO_v01_M",5,"remote","Flow Monitoring Tacna and Puno 2021","Peru",2021,2022,"central","2022-12-16T19:08:17+00:00","2022-12-16T19:08:17+00:00",0,0,"UN Refugee Agency (UNHCR)",0,1,"survey",10733,"https://catalog.ihsn.org/catalog/10733","https://microdata.unhcr.org/index.php/catalog/718",NA,"PER","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021/22"
"3537","PER_2021_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2021","Peru",2021,2021,"central","2023-01-25T16:23:40+00:00","2023-01-25T16:23:40+00:00",0,0,"FAO Statistics Division",0,1,"survey",11022,"https://catalog.ihsn.org/catalog/11022","https://microdata.fao.org/index.php/catalog/2221",NA,"PER","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3538","PHL_2021_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2021","Philippines",2021,2021,"central","2022-10-17T12:33:07+00:00","2022-12-16T21:16:40+00:00",119,288,"Development Research Group, Finance and Private Sector Development Unit",22,1,"survey",10494,"https://catalog.ihsn.org/catalog/10494","https://microdata.worldbank.org/index.php/catalog/4695",NA,"PHL","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3539","PHL_2021_LIS_v01_M",5,"remote","Livelihoods Programme Monitoring Beneficiary Survey 2021","Philippines",2021,2021,"central","2022-12-06T15:26:55+00:00","2023-01-20T15:30:50+00:00",104,170,"UN Refugee Agency (UNHCR)",4,1,"survey",10695,"https://catalog.ihsn.org/catalog/10695","https://microdata.unhcr.org/index.php/catalog/758",NA,"PHL","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3540","PHL_2021_DEMHS-R1_v01_M_v01_A_OCS",5,"remote","Data in Emergencies Monitoring Household Survey 2021","Philippines",2021,2021,"central","2023-02-08T19:02:48+00:00","2023-02-08T19:02:48+00:00",0,0,"Food and Agriculture Organization, Data in Emergencies Hub",0,1,"survey",11185,"https://catalog.ihsn.org/catalog/11185","https://microdata.fao.org/index.php/catalog/2086",NA,"PHL","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3541","POL_2021_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2021","Poland",2021,2021,"central","2022-10-17T12:33:20+00:00","2022-12-16T21:17:12+00:00",118,272,"Development Research Group, Finance and Private Sector Development Unit",22,1,"survey",10495,"https://catalog.ihsn.org/catalog/10495","https://microdata.worldbank.org/index.php/catalog/4696",NA,"POL","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3542","POL_2021_WBCS_v01_M",5,"remote","World Bank Group Country Survey 2021","Poland",2021,2021,"central","2022-05-11T14:35:21+00:00","2022-05-11T14:35:21+00:00",310,152,"Public Opinion Research Group",12,1,"survey",10301,"https://catalog.ihsn.org/catalog/10301",NA,NA,"POL","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3543","POL_2021_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2021","Poland",2021,2021,"central","2023-01-11T20:05:54+00:00","2023-01-11T20:05:54+00:00",0,0,"FAO Statistics Division",0,1,"survey",10847,"https://catalog.ihsn.org/catalog/10847","https://microdata.fao.org/index.php/catalog/2209",NA,"POL","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3544","PRT_2021_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2021","Portugal",2021,2021,"central","2022-10-17T12:33:34+00:00","2022-12-16T21:17:46+00:00",95,120,"Development Research Group, Finance and Private Sector Development Unit",16,1,"survey",10496,"https://catalog.ihsn.org/catalog/10496","https://microdata.worldbank.org/index.php/catalog/4697",NA,"PRT","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3545","PRT_2021_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2021","Portugal",2021,2021,"central","2023-01-11T20:05:58+00:00","2023-01-11T20:05:58+00:00",0,0,"FAO Statistics Division",0,1,"survey",10849,"https://catalog.ihsn.org/catalog/10849","https://microdata.fao.org/index.php/catalog/2239",NA,"PRT","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3546","STP_2021_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2021","São Tomé and Principe",2021,2021,"central","2023-01-04T18:02:17+00:00","2023-01-04T18:02:17+00:00",0,0,"FAO Statistics Division",0,1,"survey",10807,"https://catalog.ihsn.org/catalog/10807","https://microdata.fao.org/index.php/catalog/2268",NA,"STP","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3547","VEN_2021_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2021","Venezuela, RB",2021,2021,"central","2022-10-17T12:40:20+00:00","2022-12-17T00:00:31+00:00",119,321,"Development Research Group, Finance and Private Sector Development Unit",32,1,"survey",10526,"https://catalog.ihsn.org/catalog/10526","https://microdata.worldbank.org/index.php/catalog/4727",NA,"VEN","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3548","SVK_2021_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2021","Slovak Republic",2021,2021,"central","2022-10-17T12:35:26+00:00","2022-12-16T21:21:17+00:00",118,257,"Development Research Group, Finance and Private Sector Development Unit",28,1,"survey",10504,"https://catalog.ihsn.org/catalog/10504","https://microdata.worldbank.org/index.php/catalog/4705",NA,"SVK","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3549","SVK_2021_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2021","Slovak Republic",2021,2021,"central","2023-01-04T18:01:27+00:00","2023-01-04T18:01:52+00:00",23,0,"FAO Statistics Division",0,1,"survey",10790,"https://catalog.ihsn.org/catalog/10790","https://microdata.fao.org/index.php/catalog/2245",NA,"SVK","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3550","ROU_2021_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2021","Romania",2021,2021,"central","2022-10-17T12:33:47+00:00","2022-12-16T21:18:20+00:00",118,260,"Development Research Group, Finance and Private Sector Development Unit",25,1,"survey",10497,"https://catalog.ihsn.org/catalog/10497","https://microdata.worldbank.org/index.php/catalog/4698",NA,"ROU","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3551","ROU_2021_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2021","Romania",2021,2021,"central","2023-01-11T20:06:03+00:00","2023-01-11T20:06:03+00:00",0,0,"FAO Statistics Division",0,1,"survey",10852,"https://catalog.ihsn.org/catalog/10852","https://microdata.fao.org/index.php/catalog/2238",NA,"ROU","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3552","RWA_2021_WASH-Mahama_v01_M",5,"remote","WASH Knowledge, Attitudes and Practices Survey 2021","Rwanda",2021,2021,"central","2022-12-14T18:22:14+00:00","2023-01-20T15:31:30+00:00",73,21,"UN Refugee Agency (UNHCR), World Vision",0,1,"survey",10715,"https://catalog.ihsn.org/catalog/10715","https://microdata.unhcr.org/index.php/catalog/615",NA,"RWA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3553","RWA_2021_WASH-Nyabiheke_v01_M",5,"remote","WASH Knowledge, Attitudes and Practices Survey 2021","Rwanda",2021,2021,"central","2022-12-14T18:22:06+00:00","2023-01-20T15:31:26+00:00",73,18,"UN Refugee Agency (UNHCR)",0,1,"survey",10712,"https://catalog.ihsn.org/catalog/10712","https://microdata.unhcr.org/index.php/catalog/613",NA,"RWA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3554","RWA_2021_WASH-Gihembe_v01_M",5,"remote","WASH Knowledge, Attitudes and Practices Survey 2021","Rwanda",2021,2021,"central","2022-12-14T18:22:04+00:00","2023-01-20T15:31:24+00:00",71,17,"UN Refugee Agency (UNHCR), World Vision",0,1,"survey",10711,"https://catalog.ihsn.org/catalog/10711","https://microdata.unhcr.org/index.php/catalog/618",NA,"RWA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3555","RWA_2021_WASH-Mugombwa_v01_M",5,"remote","WASH Knowledge, Attitudes and Practices Survey 2021","Rwanda",2021,2021,"central","2022-12-14T18:22:18+00:00","2023-01-20T15:31:32+00:00",71,16,"UN Refugee Agency (UNHCR), World Vision",0,1,"survey",10716,"https://catalog.ihsn.org/catalog/10716","https://microdata.unhcr.org/index.php/catalog/617",NA,"RWA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3556","RWA_2021_WASH-Kiziba_v01_M",5,"remote","WASH Knowledge, Attitudes and Practices Survey 2021","Rwanda",2021,2021,"central","2022-12-14T18:22:11+00:00","2023-01-20T15:31:29+00:00",71,15,"UN Refugee Agency (UNHCR), ALIGHT",0,1,"survey",10714,"https://catalog.ihsn.org/catalog/10714","https://microdata.unhcr.org/index.php/catalog/616",NA,"RWA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3557","RWA_2021_WASH-Kigeme_v01_M",5,"remote","WASH Knowledge, Attitudes and Practices Survey 2021","Rwanda",2021,2021,"central","2022-12-14T18:22:08+00:00","2023-01-20T15:31:27+00:00",71,11,"UN Refugee Agency (UNHCR), World Vision",0,1,"survey",10713,"https://catalog.ihsn.org/catalog/10713","https://microdata.unhcr.org/index.php/catalog/614",NA,"RWA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3558","RWA_2021_WFP-JPDM_v01_M",5,"remote","Joint UNHCR/WFP Post Distribution Monitoring, September 2021","Rwanda",2021,2021,"central","2023-02-06T21:00:40+00:00","2023-02-06T21:00:40+00:00",0,0,"UNHCR, WFP",0,1,"survey",11105,"https://catalog.ihsn.org/catalog/11105","https://microdata.unhcr.org/index.php/catalog/701",NA,"RWA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"3559","SEN_2021_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2021","Senegal",2021,2021,"central","2022-10-17T12:34:30+00:00","2022-12-16T21:19:19+00:00",119,352,"Development Research Group, Finance and Private Sector Development Unit",23,1,"survey",10500,"https://catalog.ihsn.org/catalog/10500","https://microdata.worldbank.org/index.php/catalog/4701",NA,"SEN","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
