"","country","iso3c","year","status","instrument_name","instrument_type","source","census_round"
"1160","Netherlands","NLD",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1161","North Macedonia","MKD",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1162","Norway","NOR",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1163","Norway","NOR",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1164","Poland","POL",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1165","Poland","POL",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1166","Portugal","PRT",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1167","Portugal","PRT",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1168","Moldova","MDA",2014,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1169","Moldova","MDA",2023,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1170","Romania","ROU",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1171","Romania","ROU",2022,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1172","Russian Federation","RUS",2010,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1173","Russian Federation","RUS",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1174","San Marino","SMR",2010,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1175","San Marino","SMR",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1176","Serbia","SRB",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1177","Serbia","SRB",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1178","Slovakia","SVK",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1179","Slovakia","SVK",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1180","Slovenia","SVN",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1181","Slovenia","SVN",2015,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1182","Slovenia","SVN",2018,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1183","Slovenia","SVN",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1184","Spain","ESP",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1185","Spain","ESP",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1186","Svalbard and Jan Mayen Islands","SJM",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1187","Svalbard and Jan Mayen Islands","SJM",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1188","Sweden","SWE",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1189","Sweden","SWE",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1190","Switzerland","CHE",2010,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1191","Switzerland","CHE",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1192","Ukraine","UKR",2023,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1193","United Kingdom","GBR",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1194","United Kingdom","GBR",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1195","American Samoa","ASM",2010,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1196","American Samoa","ASM",2020,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1197","Australia","AUS",2006,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1198","Australia","AUS",2016,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1199","Australia","AUS",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1200","Australia","AUS",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1201","Cook Islands","COK",2006,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1202","Cook Islands","COK",2016,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1203","Cook Islands","COK",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1204","Fiji","FJI",2007,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1205","Fiji","FJI",2017,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1206","French Polynesia","PYF",2007,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1207","French Polynesia","PYF",2017,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1208","French Polynesia","PYF",2012,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1209","Guam","GUM",2010,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1210","Guam","GUM",2020,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1211","Kiribati","KIR",2005,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1212","Kiribati","KIR",2015,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1213","Kiribati","KIR",2010,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1214","Marshall Islands","MHL",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1215","Marshall Islands","MHL",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1216","Micronesia, Fed. Sts.","FSM",2010,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1217","Micronesia, Fed. Sts.","FSM",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1218","Nauru","NRU",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1219","Nauru","NRU",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1220","New Caledonia","NCL",2009,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1221","New Caledonia","NCL",2019,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1222","New Caledonia","NCL",2014,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1223","New Zealand","NZL",2006,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1224","New Zealand","NZL",2018,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1225","New Zealand","NZL",2013,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1226","Niue","NIU",2006,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1227","Niue","NIU",2017,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1228","Niue","NIU",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1229","Niue","NIU",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1230","Norfolk Island","NFK",2006,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1231","Norfolk Island","NFK",2016,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1232","Norfolk Island","NFK",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1233","Northern Mariana Islands","MNP",2010,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1234","Northern Mariana Islands","MNP",2020,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1235","Palau","PLW",2005,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1236","Palau","PLW",2015,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1237","Palau","PLW",2010,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1238","Palau","PLW",2012,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1239","Papua New Guinea","PNG",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1240","Papua New Guinea","PNG",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1241","Pitcairn","PCN",2007,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1242","Pitcairn","PCN",2015,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1243","Samoa","WSM",2006,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1244","Samoa","WSM",2016,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1245","Samoa","WSM",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1246","Samoa","WSM",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1247","Solomon Islands","SLB",2009,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1248","Solomon Islands","SLB",2019,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1249","Tokelau","TKL",2006,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1250","Tokelau","TKL",2016,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1251","Tokelau","TKL",2011,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1252","Tokelau","TKL",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1253","Tonga","TON",2006,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1254","Tonga","TON",2016,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1255","Tonga","TON",2021,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1256","Tuvalu","TUV",2012,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1257","Tuvalu","TUV",2022,"Planned","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1258","Vanuatu","VUT",2009,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1259","Vanuatu","VUT",2016,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1260","Vanuatu","VUT",2020,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1261","Wallis and Futuna","WLF",2008,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1262","Wallis and Futuna","WLF",2018,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2020"
"1263","Wallis and Futuna","WLF",2013,"Complete","Population Census","Census","https://unstats.un.org/unsd/demographic-social/census/censusdates/","2010"
"1264","Angola","AGO",2021,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1265","Benin","BEN",2020,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1266","Botswana","BWA",2025,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1267","Burkina Faso","BFA",2020,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1268","Burundi","BDI",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1269","Cabo Verde","CPV",2025,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1270","Chad","TCD",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1271","Comoros","COM",2021,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1272","Congo, Rep.","COG",2015,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1273","Congo, Rep.","COG",2021,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1274","Cote d'Ivoire","CIV",2016,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1275","Cote d'Ivoire","CIV",2020,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1276","DR Congo","COD",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1277","Egypt","EGY",2021,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1278","Equatorial Guinea","GNQ",2025,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1279","Eritrea","ERI",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1280","Gabon","GAB",2020,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1281","Ghana","GHA",2019,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1282","Guinea (Conakry)","GIN",2020,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1283","Guinea Bissau","GNB",2020,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1284","Lesotho","LSO",2021,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1285","Madagascar","MDG",2020,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1286","Malawi","MWI",2021,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1287","Mauritania","MRT",2020,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1288","Morocco","MAR",2016,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1289","Namibia","NAM",2024,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1290","Niger","NER",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1291","Reunion (Fr)","REU",2020,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1292","Seychelles","SYC",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1293","South Africa","ZAF",2017,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1294","South Africa","ZAF",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1295","Sudan","SDN",2023,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1296","Tanzania, Un. Rep. of","TZA",2020,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1297","The Gambia","GMB",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1298","Togo","TGO",2025,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1299","Tunisia","TUN",2021,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1300","Uganda","UGA",2018,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1301","Uganda","UGA",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1302","Antigua and Barbuda","ATG",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1303","Belize","BLZ",2019,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1304","Canada","CAN",2016,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1305","Canada","CAN",2021,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1306","Costa Rica","CRI",2025,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1307","Dominica","DMA",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1308","Dominican Republic","DOM",2023,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1309","Grenada","GRD",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1310","Guadeloupe (Fr)","GLP",2020,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1311","Haiti","HTI",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1312","Honduras","HND",2021,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1313","Martinique (Fr)","MTQ",2020,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1314","Panama","PAN",2023,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1315","Puerto Rico (US)","PRI",2018,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1316","Puerto Rico (US)","PRI",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1317","Saint Kitts and Nevis","KNA",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1318","Saint Lucia","LCA",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1319","Saint Vincent and the Grenadines","VCT",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1320","United States of America","USA",2017,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1321","United States of America","USA",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1322","Virgin Islands (US)","VIR",2018,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1323","Virgin Islands (US)","VIR",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1324","Argentina","ARG",2019,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1325","Bolivia","BOL",2023,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1326","Brazil","BRA",2017,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1327","Chile","CHL",2021,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1328","Colombia","COL",2025,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1329","French Guiana","GUF",2020,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1330","Guyana","GUY",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1331","Paraguay","PRY",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1332","Peru","PER",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1333","Suriname","SUR",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1334","Uruguay","URY",2021,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1335","Armenia","ARM",2024,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1336","Azerbaijan","AZE",2025,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1337","Bangladesh","BGD",2020,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1338","Bhutan","BTN",2019,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1339","Cambodia","KHM",2023,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1340","China","CHN",2016,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1341","Cyprus","CYP",2021,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1342","Georgia","GEO",2023,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1343","India","IND",2016,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1344","Indonesia","IDN",2023,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1345","Israel","ISR",2017,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1346","Japan","JPN",2020,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1347","Jordan","JOR",2017,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1348","Korea, Republic of","KOR",2020,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1349","Kyrgyzstan","KGZ",2024,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1350","Lao PDR","LAO",2020,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1351","Maldives","MDV",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1352","Mongolia","MNG",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1353","Myanmar","MMR",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1354","Nepal","NPL",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1355","Occupied Palestinian Territory","PSE",2020,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1356","Oman","OMN",2023,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1357","Pakistan","PAK",2022,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1358","Philippines","PHL",2023,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1359","Qatar","QAT",2021,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1360","Russian Federation","RUS",2016,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1361","Saudi Arabia","SAU",2021,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1362","Sri Lanka","LKA",2023,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1363","Thailand","THA",2023,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1364","Timor-Leste","TLS",2019,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1365","Viet Nam","VNM",2016,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
"1366","Viet Nam","VNM",2025,"completed","Agriculture Census","Agricultural Survey/Census","http://www.fao.org/world-census-agriculture/wcarounds/en/","2020"
